word;averageAoA;SD;Min;Max;ItemZScore;OralFreq_Log; WrittenFreq_Subtlex-ESP_Log; WrittenFreq_LEXESP_Log;WrittenFreq_espal_Log;espal_max_lem_cat;max_lem_code;espal_es_num_syll
tengo;3.74;1.871;1;10;-1.141;3.575;4.988;3.080;2.182;VERB;VMIP1S0;2
tenía;4.98;1.744;2;11;-0.376;3.336;4.460;3.497;2.480;VERB;VMII3S0;3
teníamos;5.74;1.736;2;10;-0.088;2.636;3.524;2.158;0.980;VERB;VMII1P0;4
tenían;5.06;1.889;2;10;-0.385;2.694;3.503;2.859;2.038;VERB;VMII3P0;3
tenías;4.48;2.102;2;10;-0.597;2.274;3.755;1.898;0.452;VERB;VMII2S0;3
tenido;5.90;1.854;1;10;-0.061;3.126;3.857;3.009;2.185;VERB;VMP00SM;3
teniendo;6.64;1.998;2;11;0.174;2.408;3.342;2.265;1.869;VERB;VMG0000;3
teniente;8.26;2.184;4;11;0.267;1.813;3.358;2.212;1.509;NOUN;NCCS000;3
tenis;5.22;1.898;2;11;-0.432;1.908;2.893;1.914;1.237;NOUN;NCMN000;2
tenor;9.14;2.204;1;11;0.753;0.699;1.756;1.491;1.142;NOUN;NCMS000;2
tensión;8.88;2.106;3;11;0.863;2.173;2.821;2.415;1.527;NOUN;NCFS000;2
tenso;9.04;1.948;3;11;0.535;1.000;2.453;1.672;0.566;ADJECTIVE;AQ0MS0;2
tenue;9.70;1.940;3;11;0.783;0.477;1.591;1.839;0.732;ADJECTIVE;AQ0CS0;2
teoría;9.30;1.502;7;11;0.697;2.158;3.266;2.778;1.980;NOUN;NCFS000;4
tequila;10.44;1.091;7;11;1.164;1.000;2.555;1.146;0.506;NOUN;NP00000;3
terapia;10.08;1.455;3;11;1.280;1.431;3.102;1.959;1.012;NOUN;NCFS000;3
tercer;5.26;1.549;2;8;-0.345;2.348;3.205;2.428;2.053;ADJECTIVE;AO0MS0;2
tercera;5.42;1.667;2;10;-0.528;2.513;3.213;2.566;2.048;ADJECTIVE;AO0FS0;3
tercero;5.30;1.529;2;9;-0.478;2.267;2.739;2.167;1.703;ADJECTIVE;AO0MS0;3
termina;5.02;1.868;1;9;-0.577;2.193;3.337;2.236;1.482;VERB;VMIP3S0;3
terminado;5.42;1.907;2;11;-0.397;2.243;3.538;2.334;1.453;VERB;VMP00SM;4
terminar;4.36;1.893;1;10;-0.881;2.415;3.664;2.401;1.683;VERB;VMN0000;3
término;9.16;1.888;3;11;0.691;2.170;2.763;2.563;2.162;NOUN;NCMS000;3
términos;8.66;1.912;4;11;1.255;2.225;2.801;2.575;1.984;NOUN;NCMP000;3
termita;8.40;1.969;5;11;0.340;;1.447;;0.063;NOUN;NCFS000;3
termómetro;4.65;1.337;1;10;-1.200;0.954;1.813;1.204;0.453;NOUN;NCMS000;4
ternera;6.72;1.917;3;11;-0.009;0.845;2.201;1.079;0.674;NOUN;NCFS000;3
ternura;7.16;2.930;1;11;-0.047;1.301;2.130;2.152;1.036;NOUN;NCFS000;3
terraza;5.40;2.407;1;11;-0.671;1.771;2.326;1.944;0.894;NOUN;NCFS000;3
terremoto;6.44;2.177;2;11;-0.054;1.301;2.590;1.708;1.196;NOUN;NCMS000;4
terreno;7.08;2.212;3;11;-0.018;2.386;2.919;2.611;1.935;NOUN;NCMS000;3
terrestre;7.58;1.842;3;11;0.407;1.279;2.320;1.954;1.341;ADJECTIVE;AQ0CS0;3
terrible;6.94;1.823;4;11;-0.299;2.220;3.609;2.389;1.669;ADJECTIVE;AQ0CS0;3
territorio;8.00;2.148;3;11;0.199;2.100;2.876;2.417;2.138;NOUN;NCMS000;4
terror;6.48;2.426;1;11;-0.277;1.732;2.808;2.297;1.566;NOUN;NCMS000;2
terrorismo;9.46;1.432;7;11;1.636;2.049;2.639;2.279;1.878;NOUN;NCMS000;4
terrorista;8.26;2.127;3;11;0.275;1.778;2.971;1.964;1.530;ADJECTIVE;AQ0CS0;4
tertulia;9.84;1.530;4;11;0.907;1.833;0.602;1.681;0.706;NOUN;NCFS000;3
tesoro;5.20;1.807;1;11;-0.766;1.342;3.115;1.944;1.362;NOUN;NCMS000;3
test;9.48;1.555;6;11;1.069;1.519;2.652;1.820;0.885;NOUN;NCMS000;1
testamento;8.64;2.058;3;11;0.448;1.623;2.790;1.556;1.234;NOUN;NCMS000;4
testículo;9.02;2.045;1;11;0.626;;1.968;1.000;0.157;NOUN;NCMS000;4
testigo;8.56;1.692;5;11;0.437;1.886;3.292;2.079;1.408;NOUN;NCMS000;3
testimonio;9.62;1.483;6;11;0.988;1.892;2.736;2.100;1.377;NOUN;NCMS000;4
teta;3.44;1.809;1;9;-1.638;0.954;2.272;0.903;0.421;NOUN;NCFS000;2
tetera;6.66;2.379;1;11;-0.150;;1.982;0.845;0.233;NOUN;NCFS000;3
textil;8.78;1.962;4;11;0.843;1.398;1.613;1.041;1.060;ADJECTIVE;AQ0CS0;2
texto;6.38;1.640;3;11;-0.044;2.079;2.754;2.577;2.135;NOUN;NCMS000;2
tía;3.12;1.586;1;8;-1.323;2.322;3.441;2.635;2.331;NOUN;NCFS000;2
tibia;8.44;2.305;1;11;0.408;0.602;2.176;1.643;0.662;ADJECTIVE;AQ0FS0;2
tiburón;3.94;1.504;1;7;-1.197;1.398;2.762;1.204;0.644;NOUN;NCMS000;3
tiempo;5.04;1.989;1;10;-0.668;3.472;4.732;3.620;2.908;NOUN;NCMS000;2
tiempos;6.14;2.000;2;11;0.090;2.449;3.355;2.884;2.046;NOUN;NCMP000;2
tienda;4.32;1.921;1;11;-0.711;2.072;3.628;2.223;1.435;NOUN;NCFS000;2
tiendas;5.24;1.756;2;11;-0.974;1.778;2.792;1.996;1.345;NOUN;NCFP000;2
tiene;4.04;1.807;1;9;-0.909;3.886;4.900;3.673;2.992;VERB;VMIP3S0;2
tienen;4.62;1.937;1;9;-0.533;3.439;4.344;3.326;2.593;VERB;VMIP3P0;2
tienes;4.34;1.869;1;8;-0.628;3.340;4.857;2.620;1.628;VERB;VMIP2S0;2
tierno;7.22;1.799;3;11;0.257;1.398;2.719;1.602;0.827;ADJECTIVE;AQ0MS0;2
tierra;3.20;1.629;1;7;-1.429;2.683;3.935;3.109;2.504;NOUN;NCFS000;2
tieso;7.14;2.277;2;11;-0.192;0.903;1.623;1.531;0.496;ADJECTIVE;AQ0MS0;2
tiesto;8.78;2.131;3;11;0.473;0.699;;1.114;0.143;NOUN;NCMS000;2
tiestos;9.06;2.014;4;11;0.649;0.845;;1.000;0.167;ADJECTIVE;AQ0MP0;2
tigre;3.28;1.512;1;7;-1.173;1.255;2.689;1.398;1.439;NOUN;NCMS000;2
tijeras;3.66;1.451;1;9;-1.006;0.602;2.459;1.447;0.533;NOUN;NCFP000;3
tilde;6.38;1.510;3;11;-0.451;0.778;0.602;0.903;0.270;NOUN;NCFS000;2
timbre;4.14;1.726;1;9;-1.091;1.255;2.643;1.949;0.879;NOUN;NCMS000;2
timidez;7.60;2.231;1;11;0.095;0.903;1.699;1.732;0.849;NOUN;NCFS000;3
tímido;6.96;1.948;3;11;0.161;1.505;2.625;1.833;0.750;ADJECTIVE;AQ0MS0;3
tinta;5.84;2.262;2;11;-0.476;1.255;2.504;1.833;0.963;NOUN;NCFS000;2
tinto;7.78;2.341;2;11;0.494;0.602;2.290;1.362;0.692;NOUN;NP00000;2
tío;4.46;3.112;1;11;-1.240;2.825;3.799;2.665;2.182;NOUN;NCMS000;2
típica;7.40;2.204;3;11;0.333;1.613;2.384;1.690;1.163;ADJECTIVE;AQ0FS0;3
típico;7.80;1.773;4;11;0.847;2.079;2.895;1.740;1.283;ADJECTIVE;AQ0MS0;3
tipo;7.56;2.260;3;11;0.428;3.163;4.476;3.217;2.499;NOUN;NCMS000;2
tipos;6.92;2.019;1;11;0.477;2.114;3.661;2.592;1.970;NOUN;NCMP000;2
tira;4.68;2.123;1;9;-0.566;2.068;3.059;1.886;1.046;VERB;VMIP3S0;2
tirachinas;5.64;1.838;2;11;-0.529;0.778;0.778;0.301;0.130;NOUN;NCMN000;4
tiranía;8.94;3.310;1;11;0.500;0.699;1.964;1.505;0.775;NOUN;NCFS000;4
tirano;9.68;1.558;5;11;0.788;0.778;2.079;1.431;1.011;ADJECTIVE;AQ0MS0;3
tirantes;6.66;2.125;1;11;-0.325;0.845;1.663;1.380;0.331;ADJECTIVE;AQ0CP0;3
tirar;3.86;1.885;1;10;-1.094;2.137;3.040;1.973;1.091;VERB;VMN0000;2
tiro;6.60;2.222;2;11;-0.248;2.146;3.322;2.199;1.446;NOUN;NCMS000;2
tiroides;10.76;0.687;7;11;1.311;0.301;1.756;1.301;0.316;ADJECTIVE;AQ0CN0;3
tiros;5.94;1.953;2;11;0.031;2.124;2.690;2.079;1.157;NOUN;NCMP000;2
titanic;9.40;1.678;4;11;1.013;0.477;2.356;0.954;0.487;NOUN;NP00000;3
titular;9.04;2.099;4;11;0.869;1.914;2.408;2.079;1.631;NOUN;NCMS000;3
título;6.52;1.832;3;11;-0.266;2.435;3.062;2.556;2.178;NOUN;NCMS000;3
toalla;3.54;1.821;1;9;-1.171;1.477;2.769;1.724;0.608;NOUN;NCFS000;3
tobillera;7.56;1.981;3;11;-0.019;;1.041;;0.010;NOUN;NCFS000;4
tobillo;5.10;1.854;1;9;-0.611;1.322;2.585;1.255;0.708;NOUN;NCMS000;3
tobogán;3.46;2.140;1;10;-1.627;1.230;1.740;0.845;0.172;NOUN;NCMS000;3
toca;3.96;1.678;1;8;-0.948;2.330;3.391;2.100;1.410;VERB;VMIP3S0;2
tocadiscos;7.14;2.195;2;11;-0.002;;1.544;1.279;0.186;NOUN;NCMN000;4
tocado;5.76;2.213;1;10;-0.075;2.170;2.766;2.137;1.151;VERB;VMP00SM;3
tocador;7.78;2.427;3;11;0.072;0.602;2.100;1.322;0.520;NOUN;NCMS000;3
tocar;4.82;3.439;1;11;-1.052;2.201;3.421;2.276;1.555;VERB;VMN0000;2
toda;3.64;1.782;1;9;-0.995;3.289;4.310;3.427;2.692;DETERMINER;DI0FS0;2
todas;4.26;1.794;2;9;-0.772;3.369;4.310;3.431;2.740;DETERMINER;DI0FP0;2
todavía;5.90;2.053;3;11;0.005;3.191;4.168;3.295;2.376;ADVERB;RG;4
todo;3.54;1.961;1;9;-1.079;3.974;5.082;3.888;3.140;DETERMINER;DI0MS0;2
todos;3.94;2.014;1;11;-1.061;3.719;4.832;3.766;3.043;DETERMINER;DI0MP0;2
toga;9.92;1.782;3;11;1.068;0.301;1.763;0.903;0.383;NOUN;NCFS000;2
toldo;7.20;2.176;1;11;0.020;;1.398;1.204;0.347;NOUN;NCMS000;2
tolerancia;9.64;1.638;4;11;0.797;1.322;2.196;1.857;1.229;NOUN;NCFS000;4
tolerante;8.74;2.107;2;11;0.414;0.903;1.771;1.380;0.589;ADJECTIVE;AQ0CS0;4
toma;3.68;2.004;1;10;-1.063;2.509;4.063;2.587;1.980;VERB;VMIP3S0;2
tomado;6.44;2.331;2;11;0.073;2.167;3.276;2.352;1.719;VERB;VMP00SM;3
tomando;5.78;2.270;2;11;-0.255;2.053;3.377;2.173;1.573;VERB;VMG0000;3
tomar;4.60;2.213;1;10;-0.700;2.617;4.026;2.798;2.132;VERB;VMN0000;2
tomate;3.60;1.641;1;8;-0.988;1.556;2.616;1.591;0.901;NOUN;NCMS000;3
tomo;8.46;2.323;3;11;0.581;1.833;3.201;1.869;1.382;NOUN;NCMS000;2
tonada;10.44;1.387;4;11;1.107;;1.342;0.778;0.330;NOUN;NCFS000;3
tonelada;8.24;1.744;5;11;0.421;0.477;2.124;1.079;0.616;NOUN;NCFS000;4
tónica;8.92;2.059;3;11;0.501;1.362;2.025;1.230;0.600;NOUN;NCFS000;3
tono;8.02;2.114;4;11;0.217;1.934;2.943;2.664;1.732;NOUN;NCMS000;2
tonta;3.74;2.136;1;10;-1.125;1.863;3.191;1.914;0.741;ADJECTIVE;AQ0FS0;2
tontería;4.84;1.963;2;10;-1.100;2.013;2.916;1.748;0.676;NOUN;NCFS000;4
tonto;3.20;1.370;1;7;-1.339;1.919;3.661;2.004;1.067;ADJECTIVE;AQ0MS0;2
top;7.88;2.318;3;11;0.189;1.279;;1.301;1.224;NOUN;NP00000;1
topacio;9.85;2.136;1;11;0.884;;0.477;0.954;0.135;NOUN;NCMS000;3
topo;6.24;2.615;2;11;-0.299;0.602;2.253;1.114;0.509;NOUN;NCMS000;2
toque;6.58;2.696;1;11;-0.182;1.968;3.142;2.045;1.253;NOUN;NCMS000;2
tórax;9.84;1.251;7;11;0.889;0.301;1.851;1.531;0.503;NOUN;NCMN000;2
torcido;5.64;2.038;2;10;-0.371;0.699;2.111;1.146;0.392;ADJECTIVE;AQ0MSP;3
torero;7.02;2.085;3;11;-0.004;1.991;1.415;1.491;0.970;ADJECTIVE;AQ0MS0;3
tormenta;6.14;2.050;2;11;-0.347;1.322;3.160;1.924;1.326;NOUN;NCFS000;3
tormento;9.14;2.232;2;11;0.657;0.477;1.839;1.591;0.846;NOUN;NCMS000;3
tornado;7.16;1.910;3;11;-0.165;0.301;2.228;1.342;0.671;NOUN;NP00000;3
tornillo;5.46;1.992;2;10;-0.596;0.845;2.117;0.954;0.469;NOUN;NCMS000;3
torno;9.70;1.705;3;11;1.058;2.188;2.212;1.041;1.909;ADPOSITION;SPS00;2
toro;5.40;2.286;1;11;-0.875;2.053;2.691;1.875;1.506;NOUN;NCMS000;2
toros;5.36;1.793;1;9;-0.463;2.283;2.274;1.940;1.401;NOUN;NCMP000;2
torpe;6.12;1.674;2;10;-0.153;1.146;2.565;1.908;0.882;ADJECTIVE;AQ0CS0;2
torpeza;7.44;2.042;2;11;-0.006;0.903;1.462;1.785;0.754;NOUN;NCFS000;3
torre;4.48;1.776;1;8;-1.004;1.740;2.957;2.100;1.802;NOUN;NCFS000;2
torrente;8.06;3.210;1;11;0.191;0.699;2.332;1.663;0.904;NOUN;NCMS000;3
tortazo;4.52;1.919;2;11;-1.016;0.602;0.477;0.903;0.029;NOUN;NCMS000;3
tortilla;3.46;1.446;1;6;-1.029;1.342;2.464;1.591;0.581;NOUN;NCFS000;3
tortuga;3.26;1.509;1;8;-1.246;1.176;2.641;1.362;0.822;NOUN;NCFS000;3
tortura;8.04;2.010;4;11;0.196;1.176;2.754;1.785;1.260;NOUN;NCFS000;3
tos;4.32;1.647;1;9;-0.898;0.903;2.407;1.653;0.955;NOUN;NCFS000;1
tostada;4.82;1.650;2;9;-1.126;0.477;2.053;1.079;0.328;ADJECTIVE;AQ0FSP;3
tostadas;4.54;2.022;2;11;-0.705;0.477;2.270;1.322;0.340;NOUN;NCFP000;3
tostador;6.54;1.951;1;10;-0.305;0.954;1.708;;0.021;NOUN;NCMS000;3
total;7.02;1.995;4;11;0.226;2.686;3.311;2.878;2.323;ADJECTIVE;AQ0CS0;2
totalmente;7.42;1.885;3;11;0.682;2.650;3.660;2.529;1.977;ADVERB;RG;4
tóxico;8.36;1.562;5;11;0.323;1.279;2.230;1.279;0.544;ADJECTIVE;AQ0MS0;3
traba;6.42;2.858;1;11;-0.441;1.204;2.025;0.903;0.483;NOUN;NCFS000;2
trabaja;4.94;1.800;1;10;-0.593;2.360;3.585;2.260;1.574;VERB;VMIP3S0;3
trabajado;6.72;1.980;3;11;0.350;2.297;2.968;1.892;1.415;VERB;VMP00SM;4
trabajador;6.58;2.041;2;11;-0.221;1.820;2.534;1.785;1.207;NOUN;NCMS000;4
trabajadora;5.28;2.110;1;11;-0.417;1.255;2.373;1.000;0.764;ADJECTIVE;AQ0FS0;5
trabajadores;6.36;1.588;2;11;0.180;2.255;2.679;2.391;2.073;NOUN;NCMP000;5
trabajando;5.30;2.501;1;11;-0.147;2.657;3.766;2.193;1.651;VERB;VMG0000;4
trabajar;5.86;2.157;1;11;-0.261;2.795;3.994;2.585;2.036;VERB;VMN0000;3
trabajo;5.46;2.401;2;11;-0.752;3.236;4.546;3.282;2.738;NOUN;NCMS000;3
trabajos;5.62;1.725;2;10;-0.165;2.185;3.075;2.465;1.994;NOUN;NCMP000;3
tractor;5.30;1.821;2;10;-0.677;1.255;2.179;1.362;0.365;NOUN;NCMS000;2
tradición;7.72;2.250;2;11;0.217;2.185;2.869;2.490;1.844;NOUN;NCFS000;3
tradicional;7.80;1.616;5;11;0.804;2.013;2.547;2.297;1.789;ADJECTIVE;AQ0CS0;4
traducción;7.80;2.399;3;11;0.124;1.663;2.641;1.934;1.550;NOUN;NCFS000;3
traductor;8.98;1.964;3;11;0.588;1.000;1.924;1.519;0.830;NOUN;NCMS000;3
trae;3.92;1.904;1;10;-0.999;2.068;3.515;2.117;1.299;VERB;VMIP3S0;2
traer;3.60;1.726;1;8;-1.609;2.061;3.421;1.996;1.325;VERB;VMN0000;2
trafico;7.00;1.784;3;11;0.276;;1.716;0.477;0.425;NOUN;NP00000;3
tragedia;8.02;2.403;3;11;0.135;1.724;2.897;2.250;1.440;NOUN;NCFS000;3
traición;8.98;2.227;1;11;0.966;1.255;2.812;1.732;1.176;NOUN;NCFS000;2
traicionar;7.60;2.119;3;11;0.022;0.301;2.274;1.041;0.470;VERB;VMN0000;3
traído;6.28;2.286;2;11;0.011;2.225;3.168;2.152;1.204;VERB;VMP00SM;3
traidor;7.48;2.169;1;11;-0.033;1.000;2.816;1.491;0.896;ADJECTIVE;AQ0MS0;2
traje;4.60;2.259;1;10;-0.896;2.100;3.731;2.375;1.515;NOUN;NCMS000;2
trama;9.64;1.439;6;11;0.944;1.176;2.348;1.863;1.323;NOUN;NCFS000;2
trampa;6.31;2.023;2;11;-0.515;1.462;3.398;2.079;1.106;NOUN;NCFS000;2
trampolín;5.26;1.588;2;11;-0.929;0.903;1.845;0.778;0.453;NOUN;NCMS000;3
trance;10.46;1.014;8;11;1.114;1.255;2.000;2.009;1.036;NOUN;NCMS000;2
tranquila;5.78;1.833;3;11;-0.237;2.041;3.416;2.079;1.223;ADJECTIVE;AQ0FS0;3
tranquilidad;6.72;2.021;2;11;-0.296;2.127;2.471;2.149;1.323;NOUN;NCFS000;4
tranquilizar;6.56;2.278;1;11;-0.362;0.845;1.591;1.342;0.633;VERB;VMN0000;4
tranquilo;5.74;1.957;2;11;-0.290;2.288;3.681;2.297;1.366;ADJECTIVE;AQ0MS0;3
transatlántico;9.12;1.923;4;11;0.615;0.301;0.954;0.954;0.527;ADJECTIVE;AQ0MS0;5
transcurso;9.66;1.636;6;11;0.805;1.556;1.792;1.892;1.250;NOUN;NCMS000;3
transeúnte;9.78;1.542;6;11;0.810;0.602;1.362;1.041;0.361;NOUN;NCCS000;4
transferencia;10.08;1.563;5;11;1.274;0.845;2.627;1.568;1.304;NOUN;NCFS000;4
transición;10.68;0.935;5;11;1.189;1.863;2.307;2.401;1.565;NOUN;NCFS000;3
transistor;9.22;2.064;4;11;0.667;1.000;1.041;1.362;0.391;NOUN;NCMS000;3
tránsito;10.02;1.152;7;11;0.991;1.176;2.656;1.839;1.327;NOUN;NCMS000;3
transparencia;9.26;1.771;5;11;0.956;1.398;1.279;1.845;1.595;NOUN;NCFS000;4
transparente;6.50;1.909;3;10;0.012;1.462;2.121;1.973;1.260;ADJECTIVE;AQ0CS0;4
transporte;6.06;1.932;3;11;-0.430;2.097;3.011;2.121;2.039;NOUN;NCMS000;3
tranvía;8.04;1.979;4;11;0.243;0.903;2.009;1.505;0.829;NOUN;NCMS000;3
trapo;4.44;1.798;1;9;-0.732;1.230;2.223;1.763;0.634;NOUN;NCMS000;2
tras;6.66;2.789;1;11;-0.344;2.567;3.660;3.342;2.747;ADPOSITION;SPS00;1
trascendencia;10.34;1.319;5;11;1.206;1.462;1.342;1.914;1.004;NOUN;NCFS000;4
trasero;6.34;2.361;1;11;-0.444;1.362;3.764;1.892;0.823;ADJECTIVE;AQ0MS0;3
traslado;8.44;2.101;2;11;0.478;1.462;2.360;1.813;1.310;NOUN;NCMS000;3
trastero;7.00;2.286;2;11;0.206;0.301;0.845;1.079;0.292;ADJECTIVE;AQ0MS0;3
trasto;5.40;2.571;1;11;-0.380;0.845;1.462;0.954;0.188;NOUN;NCMS000;2
trastorno;9.94;1.406;5;11;1.085;1.580;2.340;1.633;0.931;NOUN;NCMS000;3
trata;7.32;1.878;4;11;0.505;2.656;3.998;3.051;2.406;VERB;VMIP3S0;2
tratado;10.36;1.258;5;11;1.124;2.320;3.099;2.316;2.202;NOUN;NP00000;3
tratamiento;8.84;1.973;3;11;1.351;2.253;3.156;2.569;1.819;NOUN;NCMS000;4
tratar;7.02;2.085;2;11;0.532;2.334;3.455;2.427;1.856;VERB;VMN0000;2
trato;7.18;2.496;1;11;0.043;1.959;3.860;2.250;1.593;NOUN;NCMS000;2
trauma;9.46;1.619;4;11;0.693;1.342;2.590;1.279;0.643;NOUN;NCMS000;2
través;9.73;1.921;4;11;0.923;2.760;3.589;1.041;2.449;ADPOSITION;SPS00;2
travesía;8.96;1.916;5;11;0.581;1.322;1.964;1.653;0.915;NOUN;NCFS000;4
travesura;4.74;1.759;2;10;-1.106;0.845;2.029;0.903;0.304;NOUN;NCFS000;4
trayectoria;9.94;1.316;7;11;0.939;1.568;2.358;2.114;1.535;NOUN;NCFS000;4
trece;4.52;1.432;2;8;-0.673;2.508;2.617;2.083;1.284;DETERMINER;DN0CP0;2
trecho;9.72;1.691;3;11;0.902;0.699;1.716;1.342;0.806;NOUN;NCMS000;2
tregua;9.70;1.705;4;11;0.990;0.778;2.405;1.716;1.216;NOUN;NCFS000;2
treinta;5.04;1.370;3;9;-0.366;3.161;3.013;2.679;1.571;NOUN;NCMS000;2
tremendo;7.70;2.043;1;11;0.846;2.267;2.573;1.949;0.942;ADJECTIVE;AQ0MS0;3
tren;3.48;1.909;1;10;-1.093;2.312;3.470;2.413;1.617;NOUN;NCMS000;1
trenza;4.48;1.843;1;11;-0.976;0.477;1.380;1.255;0.305;NOUN;NCFS000;2
tres;2.24;1.021;1;6;-1.562;3.578;4.383;3.512;2.825;DETERMINER;DN0CP0;1
trescientas;6.28;1.471;3;10;0.210;2.072;1.477;1.415;0.507;DETERMINER;DN0FP0;3
trescientos;6.32;1.671;3;11;0.166;2.217;2.049;1.799;0.740;NOUN;NCMN000;3
triángulo;4.60;1.906;2;9;-0.936;1.415;2.386;1.699;1.037;NOUN;NCMS000;3
tribu;8.20;2.030;4;11;0.601;1.146;2.512;1.857;1.323;NOUN;NCFS000;2
tribuna;9.96;1.484;6;11;0.917;1.279;1.724;1.623;1.039;NOUN;NCFS000;3
tribunal;9.16;1.670;5;11;0.740;2.320;3.072;2.241;2.167;NOUN;NP00000;3
tributaria;10.70;1.216;3;11;1.510;0.954;0.954;1.230;0.934;ADJECTIVE;AQ0FS0;4
tributo;10.44;1.198;5;11;1.096;0.477;2.210;1.342;1.141;NOUN;NCMS000;3
tríceps;9.82;1.320;5;11;0.887;;0.903;0.699;0.084;NOUN;NCMN000;2
triciclo;5.18;2.701;1;11;-0.723;0.477;1.613;0.602;0.165;NOUN;NCMS000;3
tridente;9.42;1.864;5;11;0.872;;1.342;0.903;0.321;NOUN;NCMS000;3
trigo;5.92;1.872;2;10;-0.490;1.255;2.324;1.708;1.379;NOUN;NCMS000;2
trineo;6.26;2.098;1;10;-0.466;0.477;2.253;0.845;0.448;NOUN;NCMS000;3
tripa;5.20;2.339;1;11;-0.508;1.255;1.342;1.505;0.330;NOUN;NCFS000;2
tripulación;9.08;1.978;5;11;0.709;0.954;2.901;1.740;1.259;NOUN;NCFS000;4
triste;4.32;1.449;1;8;-0.845;2.140;3.534;2.512;1.655;ADJECTIVE;AQ0CS0;2
tristeza;6.00;2.167;2;11;-0.371;1.643;2.736;2.312;1.329;NOUN;NCFS000;3
triunfante;8.74;1.782;4;11;0.471;0.778;1.431;1.362;0.782;ADJECTIVE;AQ0CS0;3
triunfo;7.68;2.236;2;11;0.041;2.225;2.422;2.420;1.745;NOUN;NCMS000;2
trofeo;6.64;1.946;3;11;0.062;1.204;2.502;1.431;1.068;NOUN;NCMS000;3
trombón;8.12;2.471;2;11;0.215;0.477;1.519;;0.405;NOUN;NCMS000;2
trompa;4.68;2.045;2;11;-0.655;0.954;1.447;1.204;0.667;NOUN;NCFS000;2
trompeta;4.42;2.041;1;9;-0.747;0.845;2.029;1.255;0.831;ADJECTIVE;AQ0CS0;3
trompo;5.58;2.139;2;11;-0.411;0.699;1.279;0.699;0.220;NOUN;NCMS000;2
tronco;5.46;1.854;2;10;-0.427;1.342;2.356;1.886;1.132;NOUN;NCMS000;2
trono;6.68;2.420;2;11;0.103;1.114;2.539;1.763;1.589;NOUN;NCMS000;2
tropical;8.40;1.773;4;11;0.632;0.778;2.274;1.505;1.157;ADJECTIVE;AQ0CS0;3
trozo;4.54;2.121;1;10;-0.618;1.826;2.782;2.049;1.161;NOUN;NCMS000;2
trucha;7.22;2.083;2;11;-0.155;1.114;2.241;0.954;0.520;NOUN;NP00000;2
trueno;4.84;1.557;1;9;-0.537;0.301;2.233;1.380;0.943;NOUN;NCMS000;2
tsunami;10.50;1.147;6;11;1.443;;1.898;1.079;0.652;NOUN;NCMS000;3
tu;2.96;1.873;1;9;-1.397;3.314;5.221;3.301;2.362;DETERMINER;DP2CSS;1
tuberculosis;10.16;1.490;5;11;1.037;1.114;2.143;1.845;0.846;NOUN;NCFN000;5
tubería;6.80;1.750;4;11;0.046;1.041;2.260;0.845;0.519;NOUN;NCFS000;4
tubo;5.34;1.912;2;11;-0.707;1.462;2.744;1.924;1.102;NOUN;NCMS000;2
tuerca;7.30;2.315;2;11;0.077;0.301;1.230;0.699;0.354;NOUN;NCFS000;2
tulipán;7.02;2.254;1;11;0.109;0.301;1.863;0.477;0.359;NOUN;NCMS000;3
tumba;6.58;2.091;3;11;-0.219;1.342;3.055;2.107;1.412;NOUN;NCFS000;2
tumbona;6.80;1.990;3;11;-0.318;;;0.699;0.056;NOUN;NCFS000;3
tumor;9.72;1.415;6;11;0.872;1.146;2.767;1.944;0.751;NOUN;NCMS000;2
túnel;5.58;1.739;2;10;-0.372;1.580;2.951;1.949;1.195;NOUN;NCMS000;2
turba;10.44;1.387;5;11;1.128;1.146;1.716;1.230;0.761;NOUN;NCFS000;2
turbante;8.38;2.449;3;11;0.698;0.602;1.929;1.000;0.338;NOUN;NCMS000;3
turbio;8.86;1.906;3;11;0.484;0.477;1.633;1.462;0.422;ADJECTIVE;AQ0MS0;2
turismo;8.76;1.880;5;11;0.470;1.845;2.068;1.968;1.780;NOUN;NCMS000;3
turista;7.46;1.961;4;11;0.112;1.505;2.288;1.477;0.719;NOUN;NCCS000;3
turística;8.74;1.871;4;11;0.619;1.204;1.672;1.591;1.058;ADJECTIVE;AQ0FS0;4
turno;7.14;2.213;2;11;-0.099;1.898;3.373;1.940;1.429;NOUN;NCMS000;2
turquesa;7.26;2.489;3;11;0.045;0.477;1.556;0.903;0.313;ADJECTIVE;AQ0CS0;3
tus;4.24;2.446;1;11;-0.764;2.629;4.456;2.660;1.812;DETERMINER;DP2CPS;1
tuve;5.26;1.904;2;10;-0.270;2.562;3.994;2.516;1.466;VERB;VMIS1S0;2
tuviera;6.48;2.197;2;11;0.119;2.167;3.419;2.326;1.474;VERB;VMSI3S0;3
tuvieron;6.26;1.998;3;11;0.141;2.017;3.211;2.504;1.823;VERB;VMIS3P0;3
tuvimos;6.06;1.583;2;11;0.057;2.140;3.496;1.875;1.069;VERB;VMIS1P0;3
tuvo;5.40;2.157;2;11;-0.202;2.670;3.855;3.035;2.425;VERB;VMIS3S0;2
tuya;4.62;2.212;1;11;-1.227;1.964;3.569;1.826;0.872;DETERMINER;DP2FSS;2
tuyo;4.07;1.492;1;10;-0.862;2.114;3.747;1.886;0.860;DETERMINER;DP2MSS;2
