word;averageAoA;SD;Min;Max;ItemZScore;OralFreq_Log; WrittenFreq_Subtlex-ESP_Log; WrittenFreq_LEXESP_Log;WrittenFreq_espal_Log;espal_max_lem_cat;max_lem_code;espal_es_num_syll
fortuna;7.90;1.961;3;11;0.540;1.724;3.051;2.430;1.690;NOUN;NCFS000;3
fósforo;6.26;2.476;1;11;-0.221;0.699;2.000;1.505;0.709;NOUN;NCMS000;3
foto;3.62;1.828;1;9;-0.970;2.152;3.691;2.310;1.222;NOUN;NCFS000;2
fotocopia;7.34;1.379;3;11;0.334;1.477;1.415;0.954;0.352;NOUN;NCFS000;4
fotocopiadora;7.64;2.028;3;11;0.299;;1.982;;0.080;NOUN;NCFS000;6
fotografía;5.30;2.452;1;11;-0.836;1.954;2.973;2.342;1.447;NOUN;NCFS000;5
fotógrafo;5.46;1.606;2;9;-0.849;1.114;2.649;1.826;0.930;NOUN;NCMS000;4
fotos;4.06;1.743;1;8;-1.011;2.033;3.637;2.258;1.239;NOUN;NCFP000;2
frac;10.36;1.321;4;11;1.183;0.778;;1.255;1.144;NOUN;NCMS000;1
fracaso;9.10;1.930;3;11;0.630;1.857;2.785;2.387;1.576;NOUN;NCMS000;3
fracción;8.50;1.898;5;11;0.385;1.204;1.908;1.681;0.908;NOUN;NCFS000;2
fractura;8.64;1.770;5;11;0.446;0.903;2.246;1.322;0.873;NOUN;NCFS000;3
fragancia;8.48;1.474;4;11;0.318;0.699;1.813;1.230;0.458;NOUN;NCFS000;3
frágil;7.32;1.900;3;11;0.102;1.114;2.491;1.996;0.995;ADJECTIVE;AQ0CS0;2
fragilidad;9.32;1.671;6;11;0.865;0.477;1.146;1.623;0.666;NOUN;NCFS000;4
fragmento;9.10;1.502;6;11;0.708;1.079;2.225;1.756;0.998;NOUN;NCMS000;3
fraile;8.92;2.009;5;11;0.647;0.903;1.623;1.914;0.979;NOUN;NCMS000;2
francés;7.58;1.853;4;11;0.418;2.391;3.204;2.692;2.193;ADJECTIVE;AQ0MS0;2
francesa;7.22;1.866;3;11;0.293;2.149;2.733;2.417;1.918;ADJECTIVE;AQ0FS0;3
franceses;7.34;1.836;4;11;0.636;2.029;2.784;2.423;1.713;NOUN;NCMP000;3
francia;8.36;1.871;4;11;0.683;2.613;3.120;2.713;2.372;NOUN;NP00000;2
franco;9.52;1.876;5;11;1.067;2.149;2.599;2.486;1.557;NOUN;NP00000;2
franquista;10.34;1.255;5;11;1.268;1.447;;1.690;0.838;ADJECTIVE;AQ0CS0;3
frase;5.82;1.734;2;10;-0.202;2.241;2.904;2.583;1.620;NOUN;NCFS000;2
fraternidad;10.06;1.476;4;11;0.999;1.114;2.548;1.477;0.766;NOUN;NCFS000;4
fraude;9.64;1.699;4;11;0.765;1.643;2.796;1.892;1.398;NOUN;NCMS000;2
frecuencia;9.40;1.565;5;11;0.714;2.104;2.919;2.669;1.844;NOUN;NCFS000;3
frecuente;8.08;2.039;3;11;0.623;1.672;2.041;2.260;1.388;ADJECTIVE;AQ0CS0;3
fregadero;5.14;1.980;1;11;-0.725;;2.199;1.176;0.140;NOUN;NCMS000;4
fregador;7.47;2.686;2;11;0.188;;;0.301;0.004;ADJECTIVE;AQ0MS0;3
fregar;5.52;2.410;1;11;-0.380;1.079;1.763;1.462;0.176;VERB;VMN0000;2
freír;5.46;2.052;2;10;-0.362;1.176;1.875;0.954;0.217;VERB;VMN0000;2
frenesí;10.76;0.591;8;11;1.238;0.954;1.613;1.462;0.438;NOUN;NCMS000;3
frente;3.92;2.029;1;10;-0.981;2.680;3.774;2.892;2.506;ADVERB;RG;2
fresa;3.18;1.587;1;8;-1.114;1.041;2.170;1.230;0.476;NOUN;NCCS000;2
fresas;4.08;1.589;1;9;-0.983;0.699;2.140;1.176;0.403;NOUN;NCCP000;2
fresca;6.32;1.953;2;11;-0.472;1.591;2.677;1.991;1.051;ADJECTIVE;AQ0FS0;2
fresco;5.76;1.768;1;10;-0.629;1.785;2.922;2.064;1.197;ADJECTIVE;AQ0MS0;2
frescor;6.96;1.884;3;10;0.193;0.903;0.778;1.255;0.265;NOUN;NCMS000;2
freud;10.96;0.198;10;11;1.643;1.447;;1.919;0.999;NOUN;NP00000;1
fría;3.46;1.740;1;9;-1.378;1.820;3.124;2.467;1.479;ADJECTIVE;AQ0FS0;2
frialdad;9.14;2.129;3;11;0.781;1.041;1.602;1.820;0.767;NOUN;NCFS000;2
frigorífico;5.86;1.874;2;10;-0.704;1.477;1.826;1.255;0.346;NOUN;NCMS000;5
frío;3.00;1.443;1;7;-1.580;2.303;3.536;2.744;1.688;NOUN;NCMS000;2
frita;5.30;2.063;2;11;-0.522;0.602;1.949;0.778;0.305;NOUN;NCFS000;2
fritas;4.80;2.030;2;11;-0.697;1.079;2.727;1.255;0.475;ADJECTIVE;AQ0FPP;2
frito;5.30;1.951;3;10;-0.498;1.114;2.537;1.255;0.520;VERB;VMP00SM;2
fritos;5.69;1.939;2;10;-0.723;1.114;2.330;1.342;0.362;ADJECTIVE;AQ0MPP;2
frivolidad;10.50;0.839;7;11;1.186;1.000;1.079;1.699;0.384;NOUN;NCFS000;4
fronda;10.78;0.582;8;11;1.280;;;1.000;0.272;NOUN;NP00000;2
frondoso;8.78;2.270;3;11;0.814;;1.204;1.079;0.296;ADJECTIVE;AQ0MS0;3
frontera;8.12;2.027;2;11;0.386;2.029;2.975;2.290;1.796;NOUN;NCFS000;3
frustración;10.12;1.586;5;11;1.283;1.556;2.117;1.851;0.886;NOUN;NCFS000;3
frustrado;9.32;1.900;3;11;0.632;1.279;2.255;1.663;0.733;ADJECTIVE;AQ0MSP;3
fruta;4.18;1.650;1;9;-1.349;1.447;2.757;1.857;1.173;NOUN;NCFS000;2
frutas;3.50;1.403;1;7;-1.167;1.114;2.551;1.964;1.230;NOUN;NCFP000;2
fruto;4.88;1.814;2;10;-0.682;1.681;2.334;2.207;1.560;NOUN;NCMS000;2
fucsia;6.74;2.761;1;11;-0.200;0.778;1.176;0.845;0.125;NOUN;NCFS000;2
fue;4.74;2.337;1;11;-0.509;3.483;4.930;3.799;3.333;VERB;VSIS3S0;1
fuego;3.68;1.571;1;7;-1.306;2.158;3.742;2.654;2.080;NOUN;NCMS000;2
fuente;4.78;1.888;2;11;-0.552;2.117;3.262;2.433;2.057;NOUN;NCFS000;2
fuentes;6.66;1.996;3;11;0.151;2.068;2.775;2.597;2.203;NOUN;NCFP000;2
fuera;3.64;1.453;1;6;-1.332;3.192;4.416;3.211;2.479;VERB;VSSI3S0;2
fueran;6.30;2.121;2;10;0.166;2.029;3.124;2.446;1.586;VERB;VSSI3P0;2
fueron;5.66;2.144;2;10;-0.104;2.656;3.915;3.161;2.680;VERB;VSIS3P0;2
fuerte;4.34;1.965;1;10;-1.274;2.747;3.907;2.851;2.215;ADJECTIVE;AQ0CS0;2
fuertes;4.04;1.948;2;11;-0.839;2.143;3.130;2.286;1.785;ADJECTIVE;AQ0CP0;2
fuerza;5.20;2.010;2;11;-0.781;2.607;3.667;2.973;2.368;NOUN;NCFS000;2
fuerzas;5.46;2.043;2;11;-0.195;2.364;3.269;2.780;2.273;NOUN;NCFP000;2
fuese;6.80;2.571;2;11;0.413;2.134;3.071;2.672;1.819;VERB;VSSI3S0;2
fuga;7.64;2.947;1;11;-0.005;1.114;2.736;2.017;1.311;NOUN;NCFS000;2
fugaz;7.48;2.549;1;11;0.382;0.845;2.025;1.806;0.683;ADJECTIVE;AQ0CS0;2
fui;4.50;2.131;1;11;-0.629;2.620;4.051;2.582;1.497;VERB;VSIS1S0;1
fuimos;5.08;1.782;2;8;-0.379;2.360;3.432;2.228;1.060;VERB;VMIS1P0;2
fular;8.88;2.135;2;11;0.592;0.301;;0.602;0.013;NOUN;NCMS000;2
fulgor;10.48;1.111;7;11;1.227;0.477;1.362;1.613;0.567;NOUN;NCMS000;2
fumar;6.22;2.270;2;11;-0.319;1.845;3.185;2.225;0.994;VERB;VMN0000;2
función;8.21;1.233;3;11;1.069;2.336;2.912;2.762;2.067;NOUN;NCFS000;2
funciona;5.44;2.340;1;11;-0.367;2.270;3.709;2.179;1.461;VERB;VMIP3S0;3
funcionamiento;8.44;2.062;3;11;0.322;1.813;2.243;2.369;1.777;NOUN;NCMS000;5
funcionarios;9.72;1.691;5;11;1.700;2.104;2.164;2.312;1.627;NOUN;NCMP000;4
funda;7.24;2.086;2;11;-0.150;1.230;2.083;1.792;1.257;NOUN;NCFS000;2
fundación;9.43;1.064;3;11;1.588;2.017;2.592;1.681;1.896;NOUN;NP00000;3
fundamental;8.76;2.237;1;11;1.290;2.403;2.442;2.433;1.928;ADJECTIVE;AQ0CS0;4
fundamentalmente;9.40;1.294;7;11;1.589;2.369;1.914;2.243;1.477;ADVERB;RG;6
fundamento;9.16;2.054;3;11;0.863;1.544;1.908;1.996;1.505;NOUN;NCMS000;4
fúnebre;9.40;1.927;4;11;0.981;0.778;1.908;1.544;0.797;ADJECTIVE;AQ0CS0;3
funeral;7.52;1.951;4;11;0.155;1.301;3.231;1.462;1.026;NOUN;NCMS000;3
furcia;10.00;1.400;6;11;0.983;0.602;1.230;0.845;0.008;NOUN;NCFS000;2
furgoneta;5.92;2.029;3;10;-0.653;1.301;2.493;1.431;0.625;NOUN;NCFS000;4
furia;8.20;2.000;3;11;0.303;0.954;2.593;2.000;1.058;NOUN;NCFS000;2
furor;9.48;1.619;6;11;1.021;0.477;1.462;1.602;0.982;NOUN;NCMS000;2
fusil;8.36;2.087;4;11;0.301;1.000;1.919;1.477;0.902;NOUN;NCMS000;2
fútbol;5.10;1.876;2;9;-0.786;2.813;3.352;2.718;2.163;NOUN;NCMS000;2
futbolín;6.26;2.048;2;11;-0.180;;1.000;0.602;0.097;NOUN;NCMS000;3
futuro;7.44;1.960;1;11;-0.081;2.790;3.732;2.930;2.309;NOUN;NCMS000;3
gabán;10.72;0.834;8;11;1.205;0.301;0.602;0.903;0.337;NOUN;NCMS000;2
gabardina;6.64;2.414;3;11;0.033;0.903;1.431;1.556;0.172;NOUN;NCFS000;4
gabinete;10.44;0.993;7;11;1.105;1.875;2.462;1.875;1.419;NOUN;NCMS000;4
gafa;5.06;1.867;2;11;-0.587;;;0.477;0.021;NOUN;NP00000;2
gafas;3.98;1.824;1;11;-0.956;1.792;2.677;2.270;0.872;NOUN;NCFP000;2
gala;7.86;1.885;2;11;0.070;1.839;2.303;1.987;1.224;NOUN;NCFS000;2
galán;9.06;1.875;4;11;0.636;0.903;2.248;1.653;1.004;NOUN;NP00000;2
galardón;9.60;1.485;6;11;0.791;0.778;1.041;1.230;0.979;NOUN;NCMS000;3
galería;8.50;2.188;3;11;0.336;1.322;2.753;2.068;1.393;NOUN;NCFS000;4
galgo;8.66;2.144;4;11;0.582;0.845;1.431;0.778;0.223;NOUN;NCMS000;2
galicia;8.06;1.695;4;11;0.572;2.152;0.903;1.934;1.688;NOUN;NP00000;3
gallego;7.42;1.949;3;11;0.679;2.004;1.839;1.934;1.333;ADJECTIVE;AQ0MS0;3
galletas;2.78;1.404;1;8;-1.448;1.255;3.080;1.477;0.580;NOUN;NCFP000;3
gallina;3.34;1.451;1;7;-1.079;1.431;2.785;1.869;1.174;NOUN;NCFS000;3
gallinas;3.94;1.609;1;7;-1.016;1.204;2.358;1.886;1.080;NOUN;NCFP000;3
gallo;4.66;2.421;1;11;-1.136;1.447;2.405;1.663;1.257;NOUN;NCMS000;2
gamba;6.26;1.988;2;11;-0.535;0.903;1.681;0.477;0.312;NOUN;NCFS000;2
gamo;10.46;1.432;4;11;1.182;;0.602;0.602;0.253;NOUN;NCMS000;2
gana;4.08;1.652;1;7;-0.778;2.380;3.294;2.255;1.592;VERB;VMIP3S0;2
ganadería;7.40;1.852;4;11;0.375;1.041;0.699;1.204;1.302;NOUN;NCFS000;5
ganado;6.18;2.219;1;11;-0.335;2.436;3.201;2.418;1.772;NOUN;NCMS000;3
ganador;4.36;1.225;2;7;-1.041;1.857;3.021;1.724;1.404;NOUN;NCMS000;3
ganancia;9.32;2.025;3;11;0.962;1.114;2.377;1.342;1.218;NOUN;NCFS000;3
ganancias;8.10;2.350;1;11;0.169;1.279;2.774;1.556;1.147;NOUN;NCFP000;3
ganar;4.76;1.996;1;10;-0.752;2.611;3.685;2.601;1.859;VERB;VMN0000;2
ganas;4.94;2.132;1;10;-0.564;2.340;3.516;2.556;1.426;NOUN;NCFP000;2
gancho;7.30;2.270;2;11;-0.073;1.204;2.431;1.415;0.567;NOUN;NCMS000;2
gangrena;9.94;1.490;6;11;0.905;;1.556;1.146;0.231;NOUN;NCFS000;3
ganó;4.34;1.975;1;9;-0.720;2.107;3.146;2.158;1.833;VERB;VMIS3S0;2
garabato;5.44;2.727;1;11;-0.460;0.301;1.431;0.845;0.148;NOUN;NCMS000;4
garaje;5.42;2.051;2;11;-0.427;1.301;2.960;1.748;0.850;NOUN;NCMS000;3
garantía;9.88;1.534;5;11;0.942;1.833;2.625;1.892;1.439;NOUN;NCFS000;4
garbanzo;4.62;1.665;1;8;-0.920;0.301;1.362;0.699;0.280;NOUN;NCMS000;3
garbanzos;4.90;1.418;2;8;-0.619;1.255;1.342;1.204;0.430;NOUN;NCMP000;3
garganta;4.06;1.609;2;9;-1.198;1.663;3.010;2.196;1.212;NOUN;NCFS000;3
garra;6.12;2.592;1;11;-0.410;0.778;2.029;1.204;0.605;NOUN;NCFS000;2
gas;7.52;2.188;2;11;-0.026;1.756;3.218;2.272;1.722;NOUN;NCMS000;1
gasoil;8.72;1.970;4;11;0.453;0.477;0.602;0.954;0.180;NOUN;NCMS000;2
gasóleo;8.82;2.047;4;11;0.492;0.301;;0.602;0.653;NOUN;NCMS000;4
gasolina;6.66;1.965;3;11;-0.001;1.462;3.039;1.908;1.095;NOUN;NCFS000;4
gasto;6.76;2.361;2;11;-0.010;1.875;2.212;2.079;1.561;NOUN;NCMS000;2
gástrico;10.12;1.573;4;11;1.008;;1.342;0.477;0.198;ADJECTIVE;AQ0MS0;3
gatito;2.28;0.991;1;4;-2.159;0.301;2.663;0.301;0.440;NOUN;NCMS000;3
gato;2.40;1.030;1;5;-1.631;2.140;3.352;2.326;1.597;NOUN;NCMS000;2
gatos;3.44;1.786;1;8;-1.606;1.663;2.861;2.053;1.039;NOUN;NCMP000;2
gaveta;5.02;2.752;1;11;-0.528;;1.875;0.699;0.124;NOUN;NCFS000;3
gavilanes;9.70;1.607;5;11;1.286;;;0.602;0.373;NOUN;NCMP000;4
gaviota;5.64;1.699;2;9;-0.771;;1.643;1.176;0.946;NOUN;NCFS000;3
gay;9.72;1.852;2;11;1.197;1.000;3.493;1.301;0.954;ADJECTIVE;AQ0CS0;1
ge;4.60;3.201;1;11;-0.578;2.217;;0.301;0.770;NOUN;NCFS000;1
gel;4.18;2.106;1;11;-1.067;0.602;2.170;1.301;0.313;NOUN;NCMS000;1
gélido;10.24;1.333;6;11;1.019;0.301;1.000;0.954;0.203;ADJECTIVE;AQ0MS0;3
gema;7.12;2.537;2;11;-0.188;0.602;1.964;0.301;0.483;NOUN;NCFS000;2
gemelo;6.72;2.295;1;11;-0.268;0.602;2.305;1.380;0.628;NOUN;NCMS000;3
gemelos;6.40;1.948;2;11;-0.517;1.398;2.665;1.792;0.890;NOUN;NCMP000;3
generación;9.28;1.807;4;11;0.794;2.176;2.829;2.386;1.790;NOUN;NCFS000;4
general;8.34;1.902;3;11;0.340;3.092;3.768;3.191;2.767;ADJECTIVE;AQ0CS0;3
generales;7.58;1.774;3;11;0.707;2.093;2.433;2.533;1.951;ADJECTIVE;AQ0CP0;4
generalidad;9.90;1.764;3;11;0.916;0.699;;1.301;0.926;NOUN;NP00000;5
generalmente;8.82;1.956;5;11;1.179;2.111;2.936;2.164;1.853;ADVERB;RG;5
género;8.60;2.204;3;11;0.565;1.869;2.326;2.446;2.021;NOUN;NCMS000;3
generosidad;8.12;2.265;3;11;0.369;1.462;2.344;1.914;1.081;NOUN;NCFS000;5
generoso;6.02;2.190;1;11;-0.625;1.079;2.750;1.892;1.085;ADJECTIVE;AQ0MS0;4
genial;6.36;1.804;3;11;-0.074;1.851;4.242;1.839;0.860;ADJECTIVE;AQ0CS0;2
genio;5.74;2.098;2;11;-0.252;1.663;3.206;2.079;1.405;NOUN;NCMS000;2
gente;4.20;1.578;2;10;-0.880;3.610;4.576;3.193;2.365;NOUN;NCFS000;2
gentes;5.62;2.137;2;11;-0.183;2.083;1.771;2.474;1.475;NOUN;NCFP000;2
gentío;9.58;1.830;4;11;0.964;;1.415;1.362;0.423;NOUN;NCMS000;3
geografía;8.56;1.775;3;11;0.437;1.813;1.908;1.892;1.656;NOUN;NP00000;5
geología;9.58;1.458;6;11;0.802;0.301;1.672;1.079;0.793;NOUN;NCFS000;5
geometría;9.14;2.010;3;11;0.647;0.778;1.892;1.613;1.076;NOUN;NCFS000;5
geranio;6.24;2.246;2;11;-0.517;0.301;0.954;0.301;0.064;NOUN;NCMS000;3
germen;9.24;2.006;4;11;0.758;0.477;1.568;1.681;0.744;NOUN;NCMS000;2
gérmenes;7.90;2.063;4;11;0.141;0.602;2.155;1.505;0.504;NOUN;NCMP000;3
gestación;9.76;1.733;4;11;0.862;0.301;1.362;1.633;0.705;NOUN;NCFS000;3
gestión;9.90;1.134;4;11;1.840;2.079;1.756;2.342;2.033;NOUN;NCFS000;2
gestionar;10.38;1.260;6;11;1.589;1.000;1.204;1.322;1.041;VERB;VMN0000;3
gesto;6.36;2.087;2;11;0.026;1.924;2.782;2.777;1.523;NOUN;NCMS000;2
gibraltar;9.50;1.594;6;11;0.767;1.415;1.431;1.544;1.101;NOUN;NP00000;3
gigante;3.82;1.913;1;9;-1.211;1.431;3.017;1.964;1.381;ADJECTIVE;AQ0CS0;3
gimnasia;5.08;1.455;3;10;-0.560;1.699;2.502;1.748;0.949;NOUN;NCFS000;3
gimnasio;7.58;2.331;3;11;0.381;1.114;3.019;1.462;0.797;NOUN;NCMS000;3
gimnasta;5.88;1.976;3;11;-0.695;1.447;1.602;0.602;0.352;ADJECTIVE;AQ0CS0;3
ginebra;10.38;1.292;6;11;1.104;1.301;2.452;1.940;1.353;NOUN;NP00000;3
girar;5.18;1.746;2;9;-0.522;1.176;2.667;1.778;0.952;VERB;VMN0000;2
girasol;4.98;2.015;1;9;-0.793;0.477;1.580;0.778;0.483;NOUN;NCMS000;3
giro;5.18;2.274;1;11;-0.748;1.556;2.755;2.188;1.309;NOUN;NCMS000;2
gitano;6.34;2.520;2;11;-0.006;1.477;1.978;1.690;0.640;NOUN;NCMS000;3
glaciar;8.26;1.978;2;11;0.263;1.732;1.898;1.079;0.661;ADJECTIVE;AQ0CS0;2
gladiolo;9.24;2.165;3;11;0.686;;;0.477;0.054;NOUN;NCMS000;3
glamour;9.56;1.692;4;11;0.799;0.477;1.903;1.146;0.403;NOUN;NCMS000;2
glándula;10.02;1.332;6;11;1.100;0.778;1.833;1.322;0.569;NOUN;NCFS000;3
global;9.24;1.506;6;11;0.927;1.740;2.734;2.068;1.806;ADJECTIVE;AQ0CS0;2
globo;2.42;1.326;1;8;-1.490;1.663;2.686;1.763;1.254;NOUN;NCMS000;2
gloria;7.98;2.308;3;11;0.448;2.061;3.176;2.461;1.671;NOUN;NCFS000;2
glúteo;8.94;2.123;1;11;0.585;0.477;1.000;0.301;0.077;ADJECTIVE;AQ0MS0;3
gobernación;9.94;1.531;5;11;0.908;0.778;;1.431;1.097;NOUN;NP00000;4
gobernador;8.38;1.872;5;11;0.456;1.531;2.932;2.134;1.860;NOUN;NCMS000;4
gobierno;8.88;2.037;4;11;0.652;3.244;3.632;3.270;2.857;NOUN;NP00000;3
goce;8.39;3.226;1;11;0.296;0.903;1.519;1.724;0.851;NOUN;NCMS000;2
gofio;4.78;2.559;1;11;-1.066;0.301;;0.301;0.091;NOUN;NCMS000;2
gol;4.86;2.090;1;10;-0.730;2.412;2.614;2.196;1.603;NOUN;NCMS000;1
goles;5.06;1.531;2;8;-0.407;2.158;1.820;2.104;1.713;NOUN;NCMP000;2
golf;7.32;2.055;3;11;-0.106;1.146;3.129;1.643;1.109;NOUN;NCMN000;1
golfista;7.40;1.863;4;11;-0.117;;1.699;0.778;0.298;NOUN;NCCS000;3
golfo;7.14;2.312;3;11;-0.179;1.991;2.502;1.732;1.343;NOUN;NP00000;2
golondrina;6.86;2.222;2;11;-0.186;0.903;1.255;1.146;0.510;NOUN;NCFS000;4
golpe;4.04;2.070;1;9;-0.807;2.303;3.378;2.592;1.882;NOUN;NCMS000;2
golpear;5.42;2.223;1;11;-0.438;0.778;2.936;1.708;0.904;VERB;VMN0000;3
goma;3.88;1.335;1;8;-1.010;1.806;2.746;1.863;0.869;NOUN;NCFS000;2
gomina;8.06;1.932;4;11;0.432;0.477;1.114;1.114;0.071;NOUN;NCFS000;3
gorda;4.46;1.798;1;10;-1.130;1.799;2.954;1.959;1.043;ADJECTIVE;AQ0FS0;2
gordo;4.82;1.711;2;9;-0.676;1.857;3.281;2.117;1.196;ADJECTIVE;AQ0MS0;2
gordura;6.10;2.131;1;11;-0.038;0.477;1.362;0.954;0.405;NOUN;NCFS000;3
gorila;5.08;1.904;1;9;-0.768;0.954;2.279;1.462;0.411;NOUN;NCMS000;3
gorra;4.36;2.192;1;11;-0.689;1.079;2.562;1.643;0.778;NOUN;NCCS000;2
gorrino;9.44;1.971;3;11;0.815;;0.477;0.699;0.031;NOUN;NCMS000;3
gorrión;6.80;2.213;3;11;-0.287;0.477;1.568;0.778;0.800;NOUN;NCMS000;2
gorro;3.64;1.522;1;8;-1.137;1.230;2.210;1.505;0.803;NOUN;NCMS000;2
gozo;8.46;1.951;5;11;0.488;1.079;1.756;1.869;1.046;NOUN;NCMS000;2
grabar;6.76;1.985;2;11;-0.280;1.806;2.679;1.531;1.227;VERB;VMN0000;2
gracia;6.26;2.440;2;11;-0.317;2.322;3.135;2.490;1.613;NOUN;NCFS000;2
gracias;2.14;1.212;1;6;-1.915;3.385;4.912;2.559;2.368;ADPOSITION;SPS00;2
gracioso;4.96;1.665;1;8;-0.854;1.778;3.698;1.708;0.770;ADJECTIVE;AQ0MS0;3
grado;7.96;1.937;4;11;0.291;1.968;3.199;2.481;1.976;NOUN;NCMS000;2
grados;8.16;1.942;4;11;0.984;2.292;2.973;2.228;1.485;NOUN;NCMP000;2
graduado;9.28;1.565;5;11;0.671;1.778;2.207;0.699;0.725;ADJECTIVE;AQ0MSP;3
gráfico;9.20;1.750;5;11;0.796;1.342;2.236;1.398;1.230;ADJECTIVE;AQ0MS0;3
gramática;8.26;1.967;3;11;0.548;1.255;1.806;1.505;1.042;NOUN;NCFS000;4
gramo;7.72;1.750;4;11;0.479;0.903;1.968;1.204;0.398;NOUN;NCMS000;2
gran;5.18;1.837;1;9;-0.478;3.238;4.369;3.474;2.962;ADJECTIVE;AQ0CS0;1
granada;7.68;1.755;3;11;0.169;1.806;2.498;2.009;1.662;NOUN;NP00000;3
granate;8.70;2.270;3;11;0.435;0.477;;1.079;0.300;ADJECTIVE;AQ0CS0;3
grande;4.02;2.075;1;10;-1.424;2.780;4.020;2.801;2.232;ADJECTIVE;AQ0CS0;2
grandes;4.02;1.801;1;9;-1.016;2.975;3.779;3.219;2.575;ADJECTIVE;AQ0CP0;2
grandeza;6.29;1.396;1;11;-0.220;1.477;2.401;1.929;1.194;NOUN;NCFS000;3
grandioso;8.50;2.140;4;11;0.652;0.699;3.356;1.415;0.605;ADJECTIVE;AQ0MS0;3
granero;6.70;2.112;2;11;-0.112;0.301;2.471;1.041;0.566;NOUN;NCMS000;3
granizo;6.08;2.202;2;11;-0.574;0.301;1.580;1.114;0.492;NOUN;NCMS000;3
granja;4.62;1.576;2;9;-0.794;1.301;3.086;1.380;1.083;NOUN;NCFS000;2
grano;7.04;2.449;2;11;0.178;1.568;2.876;1.708;1.225;NOUN;NCMS000;2
granos;7.00;2.000;2;10;0.215;1.176;2.294;1.732;1.098;NOUN;NCMP000;2
grapa;6.48;1.821;2;10;-0.245;;1.505;;0.074;NOUN;NCFS000;2
grapadora;6.18;1.781;2;11;-0.538;;1.322;;0.022;NOUN;NCFS000;4
grasa;7.36;2.257;2;11;0.003;1.362;2.797;1.964;0.998;NOUN;NCFS000;2
gratitud;8.10;2.443;1;11;0.375;1.079;2.462;1.462;1.063;NOUN;NCFS000;3
grave;7.20;1.979;3;10;-0.070;2.346;3.253;2.692;1.881;ADJECTIVE;AQ0CS0;2
gravedad;8.66;2.163;3;11;0.494;1.447;2.703;2.258;1.449;NOUN;NCFS000;3
grecia;9.48;1.389;5;11;1.127;1.568;2.496;2.021;1.686;NOUN;NP00000;2
griega;8.92;1.782;4;11;0.891;1.613;2.204;1.934;1.456;ADJECTIVE;AQ0FS0;2
griego;8.42;2.167;3;11;0.598;1.602;2.589;2.004;1.679;ADJECTIVE;AQ0MS0;2
grillos;4.88;1.934;2;9;-0.598;0.477;1.857;1.301;0.501;NOUN;NCMP000;2
gripe;4.90;1.961;2;11;-0.557;1.342;2.621;1.623;0.970;NOUN;NCFS000;2
gris;3.92;1.766;1;10;-1.259;1.633;2.701;2.377;1.430;ADJECTIVE;AQ0CS0;1
gritar;4.02;1.890;1;9;-1.049;1.230;3.031;1.996;1.038;VERB;VMN0000;2
grito;3.20;1.591;1;8;-1.186;1.580;2.636;2.281;1.457;NOUN;NCMS000;2
gritos;5.42;2.588;1;11;-0.839;1.519;2.977;2.430;1.525;NOUN;NCMP000;2
grosero;7.48;2.013;3;11;-0.029;0.954;2.729;1.491;0.688;ADJECTIVE;AQ0MS0;3
gruesa;6.04;2.070;2;10;-0.614;1.176;2.037;1.724;0.907;ADJECTIVE;AQ0FS0;2
grueso;6.20;2.010;2;11;-0.256;1.146;2.155;1.968;1.172;ADJECTIVE;AQ0MS0;2
grupo;5.58;1.797;2;10;-0.376;2.864;3.718;3.104;2.783;NOUN;NCMS000;2
grupos;5.86;2.070;1;11;-0.188;2.505;2.851;2.724;2.296;NOUN;NCMP000;2
gruta;8.96;2.176;3;11;0.610;;1.690;1.447;0.653;NOUN;NCFS000;2
guagua;4.40;1.841;1;8;-0.832;0.602;;;0.246;NOUN;NCFS000;2
guante;4.34;1.611;2;10;-0.706;1.146;2.470;1.681;0.672;NOUN;NCMS000;2
guantes;4.94;1.583;2;9;-1.088;1.204;2.779;1.756;0.819;NOUN;NCMP000;2
guapa;3.32;1.789;1;10;-1.315;2.179;2.872;2.000;0.697;ADJECTIVE;AQ0FS0;2
guapo;3.44;1.564;1;11;-1.671;1.839;3.124;1.929;0.835;ADJECTIVE;AQ0MS0;2
guardar;4.06;1.963;1;9;-1.192;1.663;2.998;2.068;1.261;VERB;VMN0000;2
guardarropa;8.62;2.089;4;11;0.379;;1.908;1.041;0.209;NOUN;NCMS000;4
guardería;3.46;1.764;1;8;-1.652;1.176;2.410;1.146;0.467;NOUN;NCFS000;4
guardia;5.36;2.183;1;10;-0.882;2.307;3.384;2.386;1.838;NOUN;NP00000;2
guardián;6.88;2.106;4;11;-0.073;0.477;2.477;1.568;1.074;NOUN;NCMS000;2
guarnición;8.56;3.144;1;11;0.380;0.699;1.763;1.477;0.913;NOUN;NCFS000;3
guarro;5.44;2.331;2;11;-0.425;1.114;1.146;0.954;0.064;ADJECTIVE;AQ0MS0;2
guateque;9.98;1.778;5;11;1.052;0.602;;0.699;0.082;NOUN;NCMS000;3
guepardo;7.16;1.856;2;10;-0.203;;1.690;0.301;0.158;NOUN;NCMS000;3
guerra;6.36;2.097;2;11;-0.413;3.016;3.948;3.149;2.651;NOUN;NCFS000;2
guerrero;6.12;2.057;2;11;-0.220;1.255;2.846;1.785;1.490;NOUN;NP00000;3
guía;7.60;2.148;3;11;0.162;1.613;3.057;2.068;1.485;NOUN;NCFS000;2
