Graph;Genre;Ngraph;Nphon;FRtlf1;FRbaud;FRSdest;VIMdest
coutume;f;7;5;3603;38;3.859999895;3.599999905
couturière;f;10;8;463;4;4.300000191;5.21999979
couvent;m;7;4;2714;37;2.849999905;5.019999981
couvercle;m;9;8;693;6;4.550000191;6.230000019
couverture;f;10;8;4199;52;4.809999943;6.150000095
crabe;m;5;4;395;11;3.299999952;6.610000134
crachat;m;7;5;314;1;3.089999914;5.690000057
crainte;f;7;4;9414;49;3.799999952;3.059999943
crâne;m;5;4;2522;30;3.980000019;6.349999905
crasse;f;6;4;553;4;2.890000105;4.820000172
crayon;m;6;5;1939;14;6.010000229;6.650000095
créateur;m;8;7;5513;22;3.220000029;3.640000105
création;f;8;7;7287;119;4.150000095;3.390000105
crème;f;5;4;1178;44;4.880000114;6.210000038
crêpe;v;5;4;604;5;4.389999866;6.46999979
cri;m;3;3;14375;90;4.809999943;3.960000038
criminel;m;8;8;2122;31;5.170000076;4.639999866
criminelle;f;10;8;-1;31;4.449999809;4.960000038
crinière;f;8;7;327;1;3.200000048;5.840000153
crise;f;5;4;7206;75;4.829999924;4.340000153
cristal;m;7;7;1680;28;3.539999962;5.900000095
cristallin;m;10;8;438;5;2.410000086;4.699999809
critère;m;7;6;548;41;4.489999771;2.24000001
croc;m;4;3;395;3;2.119999886;4.119999886
crochet;m;7;5;906;8;4.059999943;6.380000114
croissance;f;10;7;3075;89;4.389999866;3.75
croissant;m;9;6;425;2;4.880000114;6.440000057
croquis;m;7;5;327;5;3.109999895;5.429999828
crotte;f;6;4;268;0;4.139999866;5.769999981
cube;m;4;3;693;15;3.890000105;6.5
cuisinier;m;9;8;689;10;4.829999924;6.019999981
cuisse;f;6;4;2335;20;4.960000038;6.630000114
cul;m;3;2;1012;3;4.03000021;5.809999943
culotte;f;7;5;1203;10;5.909999847;6.78000021
culte;m;5;5;3186;36;2.660000086;3.680000067
cultivateur;m;11;10;378;15;3.839999914;5.650000095
curé;m;4;4;6704;35;3.75999999;6.320000172
cure-pipe;m;9;6;-1;0;1.659999967;5.090000153
curiosité;f;9;9;7432;51;4.480000019;2.819999933
cuvette;f;7;5;638;9;2.200000048;5.440000057
cymbale;f;7;5;221;1;2.640000105;6.309999943
dame;f;4;3;12899;122;3.609999895;5.639999866
danger;m;6;4;7708;117;5.090000153;4.099999905
danse;f;5;3;4228;36;5.380000114;5.380000114
danseuse;f;8;5;-1;23;5.210000038;6.059999943
dard;m;4;3;123;1;2.460000038;5.690000057
datte;f;5;3;165;0;3.730000019;6.210000038
début;m;5;4;12341;238;5.5;3.50999999
débutante;f;9;7;-1;9;4.099999905;3.430000067
décanat;m;7;6;;0;1.25999999;1.889999986
décimale;f;8;7;-1;;3.75;5.260000229
décor;m;5;5;3616;51;4.179999828;4.829999924
décoratrice;f;11;10;-1;19;3.609999895;4.989999771
découpage;m;9;7;123;3;3.190000057;4.980000019
dédain;m;6;4;1595;8;2.49000001;3.039999962
dédicace;f;8;7;459;;1.519999981;2.920000076
défaite;f;7;5;2943;27;3.950000048;3.440000057
défaut;m;6;4;7104;67;5.110000134;2.900000095
défectuosité;f;12;12;46;1;3.049999952;3.579999924
défense;f;7;5;7423;105;4.710000038;3.619999886
défi;m;4;4;1765;22;4.190000057;3.390000105
déficience;f;10;8;553;13;3.390000105;3.400000095
degré;m;5;5;8427;178;5.139999866;3.49000001
délice;m;6;5;2190;13;3.230000019;4.159999847
délinquante;f;11;7;-1;14;3.789999962;4.170000076
démarreur;m;9;7;12;3;2.400000095;4.179999828
demoiselle;f;10;8;2633;16;4.539999962;5.320000172
démonstratrice;f;14;12;-1;1;2.960000038;3.859999895
dent;f;4;2;8466;62;5.289999962;6.699999809
dentiste;v;8;7;314;6;4.400000095;6.269999981
départ;m;6;5;11754;140;5.039999962;4.610000134
déplacement;m;11;8;1340;34;4.489999771;3.849999905
déploiement;m;11;8;497;7;2.160000086;2.75999999
descente;f;8;5;1561;39;3.789999962;5.03000021
désert;m;6;5;8814;43;4.019999981;6.570000172
déserteur;m;9;8;310;1;2.380000114;3.789999962
désespoir;m;9;9;7032;38;3.339999914;3.180000067
désir;m;5;5;24441;120;4.760000229;3.319999933
désordre;m;8;8;6032;23;4.360000134;4.769999981
dessein;m;7;4;3322;16;2.799999952;4.110000134
dessert;m;7;5;578;8;5.989999771;6.440000057
dessin;m;6;4;4883;57;4.630000114;5.739999771
dessinateur;m;11;9;297;8;3.059999943;5.179999828
dessinatrice;f;12;10;-1;8;2.890000105;4.869999886
détachement;m;11;7;2352;5;3.160000086;3.289999962
détail;m;6;5;9121;130;5.130000114;3
détaillant;m;10;6;25;3;3.400000095;3.809999943
détenu;m;6;5;238;27;3.539999962;4.570000172
détergent;m;9;7;-1;3;3.859999895;6.409999847
deuil;m;5;3;2535;8;2.950000048;4.179999828
dévouement;m;10;6;2080;19;3.569999933;3.059999943
diagonale;f;9;8;-1;3;4.070000172;5.860000134
dialogue;m;8;6;3326;77;3.910000086;4.039999962
diamant;m;7;5;1893;21;4.25;6.739999771
diapositive;f;11;10;-1;9;3.25;5.730000019
dictionnaire;m;12;9;910;14;5.579999924;6.730000019
différence;f;10;7;8066;118;5.449999809;2.769999981
digestion;f;9;8;429;2;4.829999924;3.549999952
dimension;f;9;7;3773;74;3.769999981;2.869999886
diminution;f;10;9;846;27;4.010000229;3.25999999
dinde;f;5;3;182;1;4.130000114;6.619999886
dîner;m;5;4;11601;43;6.309999943;5.570000172
directeur;m;9;8;4905;154;4.599999905;4.980000019
directrice;f;10;9;480;154;4.570000172;4.480000019
dirigeant;m;9;6;1178;57;3.529999971;3.99000001
discipline;f;10;8;3948;79;5.070000172;2.710000038
discours;m;8;6;8602;44;4.230000019;4.510000229
discussion;f;10;8;4518;74;5.159999847;3.980000019
dispute;f;7;6;1229;8;4.139999866;4.690000057
disque;m;6;5;1352;68;4.619999886;6.46999979
distance;f;8;6;7172;113;5.25;3.900000095
distinction;f;11;9;3756;45;3.519999981;2.420000076
distributeur;m;12;11;97;8;3.779999971;4.28000021
divan;m;5;4;1646;7;4.440000057;6.440000057
divinité;f;8;8;1867;8;2.160000086;2.849999905
dizaine;f;7;5;1825;62;4.190000057;4.920000076
docteur;m;7;6;11205;169;5.840000153;6.210000038
doctorat;m;8;7;170;34;4.110000134;4.159999847
doigt;m;5;3;16655;142;5.809999943;6.710000038
domaine;m;7;5;9840;279;4.159999847;3.930000067
dominatrice;f;11;10;-1;0;3.089999914;3.220000029
dommage;m;7;5;2246;30;4.78000021;3.609999895
donjon;m;6;4;255;1;1.669999957;4.980000019
dos;m;3;2;10823;93;5.550000191;6.510000229
dossier;m;7;5;2667;45;4.829999924;5.389999866
douceur;f;7;5;7615;41;4.559999943;4.110000134
douche;f;6;3;536;12;6.170000076;6.539999962
douleur;f;7;5;12337;88;4.949999809;4.619999886
doute;m;5;3;43985;78;4.820000172;2.599999905
doyen;m;5;5;633;15;2.559999943;4.130000114
dragon;m;6;5;1029;5;2.670000076;6.460000038
drapeau;m;7;5;2199;12;4.920000076;6.71999979
droit;m;5;4;22722;417;5.610000134;3.450000048
droite;f;6;5;17251;67;6.230000019;5.059999943
droitier;m;8;7;8;0;5;4.929999828
dune;f;4;3;914;10;1.769999981;5.050000191
duperie;f;7;5;340;3;1.289999962;2.25
durée;f;5;4;5598;75;5.179999828;2.599999905
eau;f;3;1;36625;461;6.650000095;6.78000021
échelle;f;7;4;3416;61;4.829999924;6.650000095
échine;f;6;4;463;0;1.539999962;2.720000029
écho;m;4;3;4326;44;3.329999924;4.019999981
éclair;m;6;5;3701;35;4.449999809;6.349999905
éclatement;m;10;7;565;7;3.119999886;4.460000038
écluse;f;6;5;514;3;2.049999952;5.320000172
école;f;5;4;10397;424;6.239999771;6.599999905
économie;f;8;7;7772;157;5.389999866;2.609999895
écran;m;5;4;1523;70;4.889999866;6.190000057
écrin;m;5;4;161;3;1.710000038;3.299999952
écriteau;m;8;6;370;4;2.720000029;5.519999981
écriture;f;8;7;4169;58;5.039999962;5.53000021
écu;m;3;3;872;2;1.470000029;4.170000076
édifice;m;7;6;2373;43;4.75;6.730000019
éducation;f;9;8;4216;204;5.800000191;3.480000019
effet;m;5;3;39203;197;4.829999924;2.059999943
effort;m;6;4;25662;250;5.489999771;2.980000019
effroi;m;6;5;1969;7;1.879999995;2.890000105
églantine;f;9;7;97;0;1.5;3.160000086
église;f;6;5;17451;405;4.909999847;6.75
élection;f;8;7;2288;84;4.800000191;5.050000191
électricité;f;11;11;1867;46;5.230000019;4.369999886
électron;m;8;7;170;9;2.700000048;3.910000086
élément;m;7;5;15307;226;4.110000134;2.980000019
élève;v;5;4;4794;176;5.460000038;5.559999943
émission;f;8;6;510;119;4.869999886;4.809999943
émotion;f;7;6;12682;56;4.949999809;3.630000114
endroit;m;7;5;9261;142;5.21999979;3.630000114
énergie;f;7;6;7632;137;5.480000019;3.75999999
enfance;f;7;4;9206;111;4.670000076;4.940000057
enfant;v;6;3;61292;932;6.150000095;6.480000019
engin;m;5;3;787;20;2.920000076;5.389999866
engrais;m;7;4;310;21;3.829999924;5.480000019
ennui;m;5;4;6636;62;4.619999886;3.430000067
enquête;f;7;4;2612;145;4.079999924;4.409999847
enregistrement;m;14;10;314;40;4.210000038;4.179999828
enregistreur;m;12;9;110;1;3.359999895;5.639999866
enseignant;m;10;5;144;31;5.21999979;6.079999924
enseignante;f;11;6;-1;31;5.019999981;6.289999962
enseignement;m;12;6;3450;197;5.440000057;4.480000019
ensemble;m;8;6;26874;299;5.420000076;3.880000114
enterrement;m;11;6;1629;8;3.799999952;6.079999924
entrée;f;6;4;7806;127;5.510000229;5.269999981
entrevue;f;8;6;1646;21;4.78000021;4.260000229
envie;f;5;3;11507;94;4.909999847;2.960000038
environnement;m;13;8;663;6;5.71999979;4.710000038
environs;m;8;5;2084;29;4.760000229;3.319999933
épaulette;f;9;6;85;2;4.019999981;6.309999943
épice;f;5;4;438;4;4.78000021;5.590000153
épidémie;f;8;7;689;6;3.349999905;3.74000001
épine;f;5;4;1242;2;3.450000048;6.079999924
époque;f;6;4;12950;243;3.569999933;3.180000067
équipe;f;6;4;2382;164;5.159999847;5.75
équité;f;6;5;310;4;2.190000057;2.289999962
escabeau;m;8;6;387;0;3.880000114;6.519999981
escalier;m;8;7;9742;72;5.78000021;6.800000191
esclavage;m;9;8;1471;10;2.910000086;5.170000076
espace;v;6;5;14749;179;4.519999981;3.900000095
espèce;f;6;5;18978;135;4.440000057;3.569999933
espérance;f;9;7;5815;47;4.619999886;2.390000105
espoir;m;6;6;11737;90;5.03000021;2.5
esprit;m;6;5;65780;382;4.519999981;2.900000095
esquisse;f;8;5;889;3;2.029999971;4.119999886
estomac;m;7;6;1978;17;5.059999943;5.809999943
étage;m;5;4;6513;60;5.449999809;5.809999943
étalage;m;7;6;842;7;3.079999924;5.199999809
étamine;f;7;6;178;0;1.480000019;3
étang;m;5;3;1740;5;2.910000086;6.400000095
état;m;4;3;40365;569;4.400000095;3.069999933
éternité;f;8;8;4092;18;3.670000076;2.549999952
étincelle;f;9;6;1340;10;4.019999981;6.349999905
étiquette;f;9;6;876;22;4.630000114;6.210000038
étoile;f;6;5;9210;58;4.659999847;6.630000114
étonnement;m;10;6;3896;20;3.940000057;3.210000038
étude;f;5;4;11831;403;6.360000134;3.74000001
étudiant;m;8;6;2854;132;6.489999771;5.889999866
étudiante;f;9;7;-1;132;6.260000229;6.010000229
euphorie;f;8;5;455;10;1.970000029;3.549999952
événement;m;9;6;13847;103;4.519999981;3.140000105
évolution;f;9;8;4573;136;4.309999943;3.00999999
examen;m;6;6;4535;98;5.96999979;5.480000019
excuse;f;6;6;2982;15;5.789999962;2.930000067
exemple;m;7;7;25300;135;6.099999905;3.49000001
exercice;m;8;8;5015;154;5.989999771;5.46999979
existence;f;9;8;21999;182;4.010000229;2.230000019
expérience;f;10;9;21531;286;5.489999771;3.109999895
expérimentateur;m;15;14;187;1;2.970000029;4.269999981
explication;f;11;11;6619;61;5.46999979;2.920000076
exposition;f;10;10;1884;90;3.829999924;4.929999828
expression;f;10;9;15541;135;4.920000076;3.25999999
extincteur;m;10;9;4;0;3.289999962;6.130000114
extrémité;f;9;10;3007;38;4.170000076;4.099999905
fabricant;m;9;7;361;16;3.799999952;3.5
façade;f;6;5;2476;26;2.660000086;4.849999905
facilité;f;8;8;2658;26;5.239999771;2.450000048
façon;f;5;4;26542;458;5.630000114;2.029999971
facteur;m;7;6;3586;101;4.380000114;5.570000172
faculté;f;7;7;4713;81;4.769999981;3.220000029
faiblesse;f;9;6;6445;62;4.119999886;3.049999952
faim;f;4;2;5768;66;6.440000057;4.28000021
fainéant;m;8;5;323;0;1.950000048;2.930000067
faisceau;m;8;4;1101;42;2.420000076;4.260000229
falaise;f;7;5;1165;19;3;6.119999886
famille;f;7;5;22586;388;6.260000229;6.039999962
fanal;m;5;5;361;6;2.410000086;5.449999809
fardeau;m;7;5;1272;16;2.829999924;3.890000105
farfadet;m;8;7;25;1;1.139999986;2.109999895
farine;f;6;5;629;10;5.25;6.480000019
fatigue;f;7;5;7385;40;5.989999771;4.46999979
faute;f;5;3;14771;65;5.900000095;3.390000105
fauteuil;m;8;5;6602;70;5.130000114;6.809999943
femme;f;5;3;85992;832;6.25;6.71999979
femmelette;f;10;6;29;1;2.220000029;3.74000001
fenêtre;f;7;7;19642;117;5.769999981;6.739999771
fente;f;5;3;710;6;3.589999914;5.340000153
fer;m;3;3;10184;115;4.230000019;5.519999981
ferme;f;5;5;3475;70;4.420000076;6.179999828
fermier;m;7;6;1250;17;4.28000021;6.239999771
fermière;f;8;7;-1;17;3.359999895;5.630000114
fête;f;4;3;9274;96;5.679999828;6.150000095
feu;m;3;2;22637;164;5.349999905;6.78000021
feuille;f;7;3;10265;98;5.920000076;6.570000172
fibre;f;5;5;1165;82;3.609999895;4.760000229
fiche;f;5;3;821;9;3.940000057;5.179999828
fidélité;f;8;8;2850;30;4.559999943;3.589999914
figurine;f;8;7;80;4;2.289999962;5.78000021
fil;m;3;3;4756;66;4.670000076;6.340000153
filet;m;5;4;2382;29;4.110000134;6.28000021
fille;f;5;3;43921;503;6.150000095;6.739999771
fillette;f;8;5;1501;21;3.269999981;6.269999981
film;m;4;4;1710;253;5.789999962;6.360000134
filtre;m;6;6;148;4;3.609999895;5.460000038
finissante;f;10;7;-1;7;4.429999828;4.829999924
flanelle;f;8;6;438;3;2.75999999;4.670000076
flatteur;m;8;6;1135;;2.809999943;2.99000001
fleur;f;5;4;16417;159;5.269999981;6.829999924
fleuve;m;6;4;5654;40;3.900000095;6.389999866
flocon;m;6;5;429;4;4.460000038;6.679999828
flotteur;m;8;6;63;1;2.329999924;5.400000095
flux;m;4;3;2016;17;2.390000105;3.049999952
foi;f;3;3;15987;178;3.769999981;3.359999895
foire;f;5;4;1752;18;2.460000038;4.760000229
fois;f;4;3;100100;959;6.050000191;2.50999999
folie;f;5;4;6594;39;4.320000172;3.339999914
folklore;m;8;7;178;8;2.579999924;4.46999979
fonction;f;8;6;10376;244;4.809999943;2.589999914
fonctionnement;m;14;9;2276;38;4.190000057;2.470000029
fond;m;4;2;38148;182;4.46999979;4.480000019
fondateur;m;9;7;735;23;3.349999905;3.5
fondatrice;f;10;8;-1;23;2.779999971;3.039999962
fondue;f;6;4;442;6;4.199999809;6.110000134
fontaine;f;8;5;2807;7;3.849999905;6.599999905
force;f;5;5;52685;289;5.349999905;3.809999943
forêt;f;5;4;7823;105;4.909999847;6.679999828
foreuse;f;7;5;-1;0;1.470000029;4.159999847
forgeron;m;8;7;416;4;2.710000038;5.699999809
formation;f;9;8;3735;169;4.03000021;2.640000105
forme;f;5;5;39569;374;5.050000191;4.400000095
fortune;f;7;6;6207;68;4.199999809;4.619999886
fou;m;3;2;18034;35;5.210000038;4.769999981
fouet;m;5;3;1540;11;3.349999905;6.670000076
four;m;4;3;1012;9;5.179999828;6.599999905
fourmilière;f;11;9;361;2;2.359999895;5.610000134
fournaise;f;9;6;327;1;4.960000038;6.550000191
foyer;m;5;5;3884;79;4.519999981;6.210000038
fragment;m;8;6;2739;15;2.390000105;4.309999943
fraise;f;6;4;612;4;5.320000172;6.940000057
fraudeur;m;8;6;127;0;2.970000029;3.130000114
frère;m;5;4;19106;165;5.880000114;6.260000229
friandise;f;9;8;199;1;3.589999914;6.079999924
fric;m;4;4;131;2;2.349999905;5.559999943
froid;m;5;4;16715;78;6.320000172;4.929999828
fromage;m;7;6;1348;64;5.630000114;6.650000095
front;m;5;3;19782;84;4.550000191;6.139999866
frontière;f;9;7;4730;69;4.349999905;4.989999771
frousse;f;7;4;255;0;2.5;3.630000114
fuite;f;5;4;3960;19;2.960000038;4.239999771
fumée;f;5;4;5743;38;5.110000134;6.420000076
fumeur;m;6;5;365;2;5.539999962;6.230000019
fumeuse;f;7;5;-1;2;4.71999979;5.880000114
fusée;f;5;4;987;67;3.549999952;6.590000153
fusil;m;5;4;4467;24;4.389999866;6.820000172
fuyard;m;6;6;221;0;1.909999967;3.660000086
gaffe;f;5;3;527;1;3.609999895;3.789999962
gag;m;3;3;38;1;2.420000076;3.539999962
gagnant;m;7;4;510;6;5.510000229;5.110000134
gaillard;m;8;5;1548;17;1.940000057;3.49000001
gain;m;4;2;1161;33;3.200000048;3.309999943
galle;f;5;3;34;0;2.730000019;4.860000134
gamelle;f;7;5;433;;1.74000001;4.690000057
gamine;f;6;5;514;15;2.599999905;5.119999886
gant;m;4;2;2271;25;5.71999979;6.880000114
garçon;m;6;5;18506;156;5.809999943;6.760000229
garçonnet;m;9;7;123;2;2.460000038;5.349999905
gardienne;f;9;7;-1;25;5.130000114;5.289999962
gare;f;4;3;6211;38;3.079999924;6.400000095
gazon;m;5;4;901;7;4.130000114;6.429999828
géant;m;5;3;2339;15;3.799999952;6.440000057
générateur;m;10;9;;7;3.150000095;4.360000134
génération;f;10;9;5547;62;4.619999886;4
générosité;f;10;10;2280;15;4.429999828;3.50999999
genou;m;5;4;9227;69;5.239999771;6.650000095
genre;m;5;3;12571;190;4.690000057;2.779999971
gentillesse;f;11;7;1667;14;4.039999962;3.670000076
géométrie;f;9;8;1854;11;3.529999971;4.71999979
gérant;m;6;4;416;11;4.909999847;4.650000095
geste;v;5;5;24232;164;4.429999828;4.300000191
gibecière;f;9;7;76;1;1.129999995;2.819999933
gibier;m;6;5;940;14;2.890000105;5.760000229
gicleur;m;7;6;-1;1;1.590000033;4.099999905
gilet;m;5;4;1140;1;5.960000038;6.570000172
gitane;f;6;5;-1;3;1.970000029;4.21999979
glace;f;5;4;5900;80;5.289999962;6.380000114
glaise;f;6;4;455;1;2.440000057;5.53000021
gland;m;5;3;263;4;2.940000057;5.409999847
glande;f;6;4;859;9;3.910000086;3.890000105
glotte;f;6;4;59;0;1.529999971;3.019999981
gobelet;m;7;5;353;1;2.519999981;6.090000153
godasse;f;7;5;140;0;1.49000001;4.199999809
gorge;f;5;5;5305;46;5;6.130000114
gosier;m;6;5;497;2;1.830000043;3.75999999
gouffre;m;7;5;1301;6;1.75999999;4.380000114
goulot;m;6;4;216;2;1.789999962;4.289999962
gourmande;f;9;6;-1;0;4.21999979;4.5
gourmet;m;7;5;182;1;3.390000105;4.300000191
gouttière;f;9;6;365;4;2.970000029;5.789999962
gouvernement;m;12;9;16060;440;5.539999962;4.420000076
gouverneur;m;10;8;2067;36;4.070000172;4.630000114
grain;m;5;3;3926;43;4.340000153;6.349999905
graine;f;6;4;1910;10;4.769999981;6.059999943
grand-mère;f;10;6;774;27;5.179999828;6.550000191
grand-père;m;10;6;5049;22;4.960000038;6.570000172
grand-route;f;11;6;76;0;3.25;5.760000229
grange;f;6;4;1727;8;3.700000048;6.369999886
grelot;m;6;5;459;1;2.660000086;5.420000076
grenat;m;6;5;340;0;1.570000052;3.769999981
grenier;m;7;6;2139;19;4.079999924;6.110000134
gribouillis;m;11;7;21;0;1.940000057;4.269999981
grief;m;5;6;1225;15;2.25999999;3.029999971
griffe;f;6;4;1016;17;3.559999943;6.090000153
grotte;f;6;4;969;15;2.799999952;6.179999828
groupe;m;6;4;13983;387;5.679999828;5.25
guérison;f;8;6;940;21;3.529999971;3.670000076
guerre;f;6;3;43649;369;5.329999924;5.380000114
guerrier;m;8;5;2008;4;3.309999943;5.400000095
gueule;f;6;3;2888;14;4.289999962;6.079999924
guillemet;m;9;5;97;0;2.950000048;5.690000057
guillotine;f;10;7;263;2;2.019999981;5.909999847
guirlande;f;9;6;553;5;3.75999999;6.269999981
guitare;f;7;5;433;21;4.119999886;6.789999962
gymnastique;f;11;9;910;13;3.960000038;5.320000172
habitant;m;8;5;2999;77;4.409999847;4.949999809
habitude;f;8;6;17510;139;5.510000229;3.190000057
haine;f;5;3;8202;53;3.839999914;3.609999895
haricot;m;7;6;616;2;3.319999933;6.619999886
harnais;m;7;5;242;1;2.109999895;4.739999771
harpon;m;6;5;63;4;1.840000033;5.670000076
hasard;m;6;5;12635;95;4.510000229;2.230000019
hautbois;m;8;5;102;2;1.940000057;4.380000114
hauteur;f;7;5;6704;70;4.880000114;4.730000019
haut-parleur;m;12;8;238;15;3.730000019;6.510000229
hélicoptère;m;11;9;8;15;3.670000076;6.630000114
herbe;f;5;4;8572;58;5.090000153;6.650000095
héritière;f;9;7;-1;16;3.130000114;3.599999905
hêtre;m;5;5;446;4;1.440000057;3.940000057
heure;f;5;2;86928;931;6.679999828;4.610000134
histoire;f;8;6;35502;350;5.269999981;3.789999962
historien;m;9;7;2318;49;3.650000095;4.059999943
hiver;m;5;4;8257;99;6.159999847;6.210000038
homme;m;5;2;199119;1585;6.440000057;6.670000076
homosexuelle;f;12;10;-1;1;4.860000134;4.889999866
honnêteté;f;9;6;1220;11;4.590000153;2.789999962
honte;f;5;3;9236;35;4.630000114;3.130000114
hôpital;m;7;6;3922;167;5.659999847;6.679999828
horaire;m;7;4;344;20;5.820000172;5.070000172
horizon;m;7;5;6879;45;3.380000114;5.739999771
horloge;f;7;5;1386;12;5.21999979;6.820000172
horoscope;m;9;7;106;1;4.659999847;4.849999905
horreur;f;7;4;9316;48;3.900000095;3.99000001
hôtel;m;5;4;12954;126;5;6.449999809
huile;f;5;3;2412;47;5.139999866;5.829999924
humanisme;m;9;8;1357;7;2.849999905;2.380000114
humeur;f;6;4;7279;37;5.440000057;3.539999962
humidité;f;8;7;974;13;4.650000095;3.400000095
hypnose;f;7;5;119;0;3.049999952;3.789999962
hypnotiseur;m;11;9;42;0;3.130000114;4.590000153
hypothèse;f;9;6;4539;54;4.71999979;2.180000067
idéal;m;5;5;5777;41;4.590000153;2.369999886
idée;f;4;3;61326;381;6.050000191;3.269999981
illusion;f;8;6;8538;58;3.890000105;3.380000114
image;f;5;4;28325;159;4.909999847;4.849999905
imagination;f;11;10;11035;46;5.099999905;2.910000086
immensité;f;9;7;1433;5;2.980000019;3.890000105
importance;f;10;7;11746;206;5.599999905;2.460000038
impression;f;10;7;15741;164;4.949999809;2.559999943
incendie;m;8;5;2361;49;4.190000057;6.679999828
inconscient;m;11;6;5415;11;4.420000076;2.950000048
indépendance;f;12;8;3343;65;5.179999828;3.319999933
individu;m;8;7;10746;105;4.820000172;5.130000114
infini;m;6;5;8827;28;4.360000134;2.630000114
infirmerie;f;10;8;370;4;3.849999905;5.789999962
infirmière;f;10;8;816;72;5.269999981;6.119999886
information;f;11;9;2807;115;5.739999771;3.680000067
injustice;f;9;7;3046;25;4.579999924;2.50999999
innocence;f;9;6;2824;15;4.300000191;3.00999999
insecte;m;7;6;2539;39;4.670000076;6.630000114
instant;m;7;4;35621;215;5.130000114;2.420000076
instinct;m;8;4;10486;45;4.329999924;2.569999933
institution;f;11;9;2629;120;4.110000134;5.179999828
instrument;m;10;7;6526;87;4.78000021;5.78000021
intelligence;f;12;8;14549;92;5.480000019;2.650000095
intention;f;9;6;9899;108;4.590000153;2.559999943
intérêt;m;7;5;16630;257;5.019999981;3.019999981
interrupteur;m;12;9;106;4;2.75999999;5.179999828
intervalle;m;10;7;2935;47;3.680000067;3.150000095
intestin;m;8;6;357;6;4.340000153;5.96999979
invention;f;9;6;4028;28;4.150000095;4.590000153
inverse;m;7;6;2373;17;3.900000095;3.339999914
ire;f;3;2;1693;1;1.24000001;2.109999895
jalousie;f;8;6;3305;19;4.96999979;3.289999962
jambe;f;5;3;11439;98;5.769999981;6.78000021
jante;f;5;3;46;1;1.309999943;2.589999914
jaquette;f;8;5;748;6;4.860000134;6.139999866
jardin;m;6;5;14975;80;4.559999943;6.340000153
jardinier;m;9;8;1301;10;2.720000029;6.179999828
jarretière;f;10;7;140;0;2.440000057;5.929999828
jatte;f;5;3;144;1;1.25;2.589999914
javelot;m;7;5;110;2;2.349999905;6.309999943
jazz;m;4;4;361;15;3.569999933;4.760000229
jeu;m;3;2;21373;252;5.369999886;5.300000191
jeunesse;f;8;5;11001;121;5.239999771;4.329999924
joie;f;4;3;22777;125;5.300000191;4.170000076
jongleur;m;8;6;493;0;2.900000095;5.699999809
joueuse;f;7;4;-1;71;4.070000172;4.400000095
jour;m;4;3;130786;1222;6.480000019;5.119999886
journal;m;7;6;20854;251;6.070000172;6.679999828
journée;f;7;5;15753;162;6.289999962;4.46999979
juge;m;4;3;6079;158;4.460000038;5.849999905
jugement;m;8;5;9444;79;4.650000095;3.039999962
jumeau;m;6;4;480;4;4.610000134;6.010000229
jungle;f;6;5;348;12;3.039999962;6.309999943
justice;f;7;6;10125;126;5.349999905;3.220000029
justicier;m;9;8;242;0;2.420000076;3.730000019
kilomètre;m;9;9;4781;155;5.269999981;3.980000019
labeur;m;6;5;1212;8;2.029999971;3.029999971
laboureur;m;9;7;442;3;3;5.409999847
lac;m;3;3;2616;113;4.949999809;6.539999962
lacet;m;5;4;680;0;4.019999981;6.579999924
lâcheuse;f;8;5;-1;0;3.279999971;2.99000001
laine;f;5;3;2480;30;5.050000191;6.300000191
lait;m;4;2;4649;94;6.460000038;6.559999943
laitier;m;7;5;319;2;3.910000086;5.349999905
laitue;f;6;4;199;1;4.949999809;6.800000191
lambeau;m;7;4;1123;6;2.00999999;4.309999943
lame;f;4;3;1535;29;3.880000114;6.159999847
lampe;f;5;3;7155;83;5.289999962;6.710000038
langage;m;7;5;12554;92;5.539999962;3.5
langue;f;6;3;;185;5.340000153;6.050000191
languette;f;9;5;25;1;2.029999971;3.910000086
lanière;f;7;6;263;1;1.940000057;4.230000019
lapin;m;5;4;2012;16;3.690000057;6.809999943
laquais;m;7;4;293;2;1.320000052;3.670000076
larme;f;5;5;10674;46;5.059999943;6.630000114
larron;m;6;4;229;2;1.330000043;3.119999886
lassitude;f;9;7;2080;19;2.019999981;3.119999886
latte;f;5;3;242;1;1.74000001;4.010000229
laurier;m;7;5;548;7;2.5;4.980000019
lavabo;m;6;6;395;9;4.809999943;6.559999943
laveuse;f;7;5;-1;0;5.389999866;6.539999962
leçon;f;5;4;6789;60;4.610000134;3.859999895
lectrice;f;8;7;-1;102;3.49000001;4.650000095
lecture;f;7;6;8342;66;5.579999924;4.429999828
légende;f;7;5;2535;35;3.539999962;4.019999981
légume;v;6;5;1165;21;5.829999924;6.570000172
lendemain;m;9;5;12099;137;4.989999771;2.880000114
lettre;f;6;5;38369;245;5.730000019;6.539999962
levier;m;6;5;553;7;3.269999981;5.320000172
libérale;f;8;7;-1;12;4.900000095;3.109999895
libération;f;10;9;3497;40;3.890000105;3.640000105
liberté;f;7;7;20369;202;4.889999866;3.690000057
librairie;f;9;7;782;11;5.010000229;6.340000153
licence;f;7;5;901;13;5.019999981;6.150000095
lien;m;4;3;4947;59;4.380000114;3.089999914
lieu;m;4;3;32937;410;4.610000134;3.910000086
lieutenant;m;10;6;2888;41;3.369999886;4.980000019
lièvre;m;6;6;1216;11;3.339999914;6.639999866
