Spanish;Translation (British English);Semantic category;Domain;AoA;AoA_SD;Fam;Fam_SD;Man;Man_SD;Tip;Tip_SD;%_Total_36;LF_Log;LF_EsPal;LF_CREA;LF_Cuetos et al. (2012);Word_length;Syllabes;Subjects (n)
Berenjena           ;Eggplant / Aubergine;Vegetables;Living Things;4.31;1.38;3.81;1.24;3.17;1.51;3.91;1.02;0.11;12.80;2.2;199;1.76;9;4;38
Berro               ;Watercress;Vegetables;Living Things;5.88;2.55;1.89;0.96;2.70;1.62;2.24;1.25;0.17;11.91;2.31;88;1.15;5;2;33
Berza               ;Cabbage;Vegetables;Living Things;5.19;1.88;2.05;1.27;2.07;1.35;2.45;1.55;0.33;10.82;1.85;59;0;5;2;35
Brécol              ;Broccoli;Vegetables;Living Things;5.46;1.84;3.18;1.65;3.30;1.48;3.44;1.37;0.08;12.93;1.15;56;0.6;6;2;37
Brócoli             ;Broccoli;Vegetables;Living Things;5.47;1.59;3.58;1.37;3.03;1.23;3.70;1.07;0.06;12.76;1.77;122;1.93;7;3;38
Calabacín           ;Zucchini / Courgette;Vegetables;Living Things;3.99;1.33;4.05;1.21;3.39;1.20;3.98;0.84;0.17;13.29;1.78;115;1.11;9;4;38
Calabaza            ;Pumpkin;Vegetables;Living Things;3.60;1.53;3.65;1.25;2.85;1.40;3.74;0.98;0.19;13.88;2.91;534;2.49;8;4;38
Cardo               ;Artichoke thistle;Vegetables;Living Things;4.76;1.64;2.82;1.28;2.55;1.57;2.61;1.13;0.03;11.74;2.94;169;1.04;5;2;38
Cebolla             ;Onion;Vegetables;Living Things;3.06;1.29;4.75;0.62;3.55;1.10;4.08;0.90;0.33;14.14;3.21;4304;2.41;7;3;38
Cebolleta           ;Spring onion;Vegetables;Living Things;5.04;1.32;3.41;1.13;3.11;1.07;3.27;1.21;0.14;11.60;1.68;455;0.85;9;4;38
Col                 ;Cabbage;Vegetables;Living Things;4.52;1.39;3.54;1.26;3.21;1.31;3.92;1.07;0.08;15.46;3.24;699;0;3;1;38
Col de Bruselas     ;Brussels sprouts;Vegetables;Living Things;5.18;1.65;2.93;1.45;2.87;1.33;3.37;1.35;0.08;13.55;0;4;0;15;5;37
Coliflor            ;Cauliflower;Vegetables;Living Things;3.79;1.31;4.09;1.16;3.31;1.07;4.29;0.88;0.28;12.77;2.16;423;1.54;8;3;38
Escarola            ;Endive;Vegetables;Living Things;4.92;2.06;2.76;1.50;2.87;1.52;2.97;1.31;0.19;11.09;1.64;145;0;8;4;36
Espárrago           ;Asparagus;Vegetables;Living Things;3.68;1.27;4.03;0.92;3.39;1.45;4.11;0.89;0.14;11.65;2.25;107;0.9;9;4;38
Espinacas           ;Spinach;Vegetables;Living Things;3.27;1.23;4.02;1.03;3.39;1.34;4.43;0.90;0.22;13.55;2.3;529;1.38;9;4;38
Garbanzo            ;Chickpea;Vegetables;Living Things;2.51;1.21;4.29;1.08;3.55;1.48;3.02;1.60;0.08;12.59;2.45;118;1.36;8;3;38
Grelos              ;Turnip tops;Vegetables;Living Things;5.45;2.83;1.67;1.11;1.73;1.25;1.89;1.44;0.06;10.95;1.48;55;0;6;2;31
Guisante            ;Pea;Vegetables;Living Things;3.18;1.04;3.91;1.15;3.41;1.60;4.11;0.82;0.17;11.48;2.62;80;1.28;8;3;38
Haba                ;Broad bean;Vegetables;Living Things;4.27;1.29;3.69;1.01;3.23;1.33;3.60;1.00;0.03;12.03;2.38;96;1.08;5;2;38
Judías verdes       ;Fench beans;Vegetables;Living Things;3.24;1.44;4.28;1.06;3.89;1.51;4.76;0.50;0.22;13.17;0;132;0;12;5;38
Lechuga             ;Lettuce;Vegetables;Living Things;3.00;1.22;4.68;0.86;3.60;1.05;4.79;0.32;0.67;13.52;2.72;885;2.2;7;3;38
Lenteja             ;Lentil;Vegetables;Living Things;2.79;1.18;4.60;0.70;3.08;1.39;3.27;1.40;0.03;11.26;1.92;59;0.48;7;3;38
Nabo                ;Turnip;Vegetables;Living Things;5.00;1.07;3.10;1.26;3.00;1.24;3.47;1.13;0.14;12.10;2.22;135;1.78;4;2;38
Patata              ;Potato;Vegetables;Living Things;2.03;1.17;4.51;0.84;3.98;1.40;3.86;1.27;0.25;13.96;3.03;657;2.53;6;3;38
Pepino              ;Cucumber;Vegetables;Living Things;3.58;1.35;4.15;1.10;3.59;1.22;4.16;0.74;0.19;13.66;2.7;332;1.62;6;3;38
Perejil             ;Parsley;Vegetables;Living Things;3.83;1.37;4.43;0.89;3.51;0.96;3.39;1.30;0.03;13.52;3.15;2320;1.11;7;3;38
Pimiento            ;Pepper;Vegetables;Living Things;3.35;0.95;4.42;0.69;3.67;1.04;4.27;0.92;0.25;13.53;2.65;1040;1.89;8;3;38
Puerro              ;Leek;Vegetables;Living Things;4.90;1.59;3.93;1.23;3.33;1.28;4.08;1.15;0.39;12.10;1.97;288;1;6;2;38
Rábano              ;Radish;Vegetables;Living Things;4.53;1.45;2.62;1.07;2.40;1.38;2.85;1.14;0.14;15.03;2.38;180;1.15;6;3;38
Remolacha           ;Beet;Vegetables;Living Things;4.39;1.45;3.39;1.17;3.10;1.37;3.49;1.17;0.06;12.69;2.82;478;1.73;9;4;38
Repollo             ;Cabbage;Vegetables;Living Things;4.48;1.64;3.51;1.42;3.29;1.26;3.60;1.18;0.36;12.28;2.69;305;0.85;7;3;38
Tomate         ;Tomato;Vegetables;Living Things;2.35;1.00;4.68;0.45;3.68;0.93;4.45;0.70;0.33;10.83;3.33;2867;2.62;6;3;38
Yeros          ;Bitter vetch;Vegetables;Living Things;3.64;3.33;0.62;0.75;0.83;0.57;0.53;0.49;0.03;9.99;1.46;0;0;4;2;20
Zanahoria           ;Carrot;Vegetables;Living Things;2.86;1.12;4.59;0.64;3.51;1.25;4.54;0.55;0.36;13.85;2.83;1029;2.16;9;4;38
Aeropuerto          ;Airport;Buildings;Non-Living Things;3.56;1.35;3.78;1.24;3.00;1.65;3.22;1.37;0.03;15.40;4.26;5697;3.3;10;5;38
Apartamento         ;Apartment;Buildings;Non-Living Things;4.58;1.69;3.76;1.00;1.97;1.00;4.04;1.02;0.03;15.18;3.4;2242;3.49;11;5;38
Ayuntamiento        ;Town hall;Buildings;Non-Living Things;4.57;1.48;4.12;1.04;1.79;1.12;4.07;0.83;0.06;16.36;4.34;1571;2.54;12;5;38
Bodega              ;Wine cellar;Buildings;Non-Living Things;4.81;1.53;3.11;1.39;1.95;1.29;2.63;1.28;0.14;14.56;3.29;1151;2.49;6;3;38
Cabaña              ;Cabin;Buildings;Non-Living Things;3.70;1.07;2.78;1.25;2.29;1.17;2.96;1.09;0.08;11.86;3.32;746;2.88;6;3;38
Campo de fútbol     ;Soccer field;Buildings;Non-Living Things;2.79;0.66;4.09;0.98;1.89;1.17;2.88;1.21;0.08;15.28;0;257;0;13;5;38
Capilla             ;Chapel;Buildings;Non-Living Things;4.40;1.23;3.24;1.20;1.70;1.12;2.69;1.22;0.03;14.05;4.02;2136;2.48;7;3;38
Cárcel              ;Jail;Buildings;Non-Living Things;3.63;1.69;2.91;1.56;1.65;1.12;3.47;1.23;0.03;14.23;4.15;9366;3.52;6;2;38
Casa                ;House;Buildings;Non-Living Things;1.55;0.69;5.00;0.00;2.04;1.25;4.95;0.26;0.78;17.31;5.09;81383;4.76;4;2;38
Casa de cultura     ;Municipal arts centre;Buildings;Non-Living Things;5.95;1.27;3.06;1.08;1.36;0.69;2.68;1.23;0.03;15.55;0;40;0;13;6;38
Casa de socorro     ;First-aid post;Buildings;Non-Living Things;4.71;1.89;2.76;1.51;1.65;1.22;2.37;1.24;0.06;12.55;0;31;0;11;6;37
Caseta              ;Booth;Buildings;Non-Living Things;3.68;1.07;3.28;1.20;2.35;1.48;3.15;1.09;0.08;13.64;2.82;534;1.84;6;3;38
Castillo            ;Castle;Buildings;Non-Living Things;2.69;1.03;3.66;1.08;1.95;1.37;4.03;0.92;0.08;15.66;4.41;2458;2.95;8;3;38
Catedral            ;Cathedral;Buildings;Non-Living Things;3.86;1.25;3.97;0.92;1.82;1.31;4.26;0.62;0.11;14.76;4.09;2638;2.09;8;3;38
Centro comercial    ;Shopping center;Buildings;Non-Living Things;4.20;1.62;4.57;0.74;2.32;1.60;4.11;0.96;0.06;15.95;0;740;0;14;5;38
Centro médico       ;Clinic;Buildings;Non-Living Things;4.09;1.59;4.08;1.03;2.02;1.38;3.45;1.32;0.06;15.50;0;218;0;12;5;38
Chabola             ;Shanty;Buildings;Non-Living Things;5.16;1.40;2.49;1.31;1.88;1.18;2.55;1.17;0.11;10.55;1.85;112;0;7;3;38
Chalet              ;Chalet;Buildings;Non-Living Things;4.15;1.50;4.12;1.07;1.71;1.03;4.05;0.88;0.50;14.56;2.67;779;1.78;6;2;38
Chamizo             ;Shack;Buildings;Non-Living Things;5.86;2.38;1.71;0.74;1.83;1.28;1.68;1.20;0.03;11.56;2.34;40;0;7;3;33
Choza               ;Hut;Buildings;Non-Living Things;4.33;1.35;2.41;1.09;1.95;1.14;2.59;0.98;0.06;11.25;3.18;566;2.11;5;2;38
Cine                ;Cinema;Buildings;Non-Living Things;2.81;1.17;4.40;0.84;2.89;1.64;3.57;1.26;0.06;16.36;4.61;20880;3.39;4;2;38
Cobertizo           ;Shed;Buildings;Non-Living Things;5.39;1.31;2.02;1.08;1.55;0.93;2.24;0.93;0.03;10.80;2.66;171;2.19;9;4;38
Cochera             ;Garage;Buildings;Non-Living Things;4.34;1.65;3.00;1.22;2.12;1.51;2.67;1.10;0.06;12.79;2.36;124;2.24;7;3;38
Colegiata           ;Collegiate church;Buildings;Non-Living Things;4.79;3.12;1.77;1.51;1.30;1.17;1.82;1.62;0.03;12.03;2.76;76;0;9;4;29
Colegio             ;School;Buildings;Non-Living Things;1.72;0.55;4.67;0.63;3.39;1.23;4.11;1.29;0.11;16.46;4.3;8420;3.28;7;3;38
Comercio            ;Store / Shop;Buildings;Non-Living Things;4.53;1.50;4.45;0.86;2.56;1.53;2.83;1.24;0.03;15.84;4.64;10504;2.61;8;3;38
Convento            ;Convent;Buildings;Non-Living Things;4.78;1.42;2.26;1.17;1.47;1.07;2.89;1.08;0.06;14.15;3.9;2250;2.28;8;3;38
Corral              ;Farmyard   corral;Buildings;Non-Living Things;3.50;1.47;2.88;1.09;2.35;1.45;2.07;1.10;0.03;14.12;3.71;927;2.04;6;2;38
Correos             ;Post office;Buildings;Non-Living Things;4.51;1.12;4.19;0.90;2.14;1.18;3.01;1.17;0.08;15.63;3.5;678;2.49;7;3;38
Cortijo             ;Farmhouse;Buildings;Non-Living Things;5.59;1.93;2.30;1.34;1.69;1.28;2.38;1.34;0.08;14.09;2.84;122;0;7;3;37
Cuadra              ;Stable;Buildings;Non-Living Things;4.19;1.62;2.49;1.45;1.79;1.02;2.24;1.20;0.08;13.12;3.33;1425;2.62;6;2;38
Cuartel             ;Barracks /Quarters;Buildings;Non-Living Things;4.59;1.41;3.10;1.16;1.63;1.29;2.94;1.08;0.03;13.39;3.8;2988;2.68;7;2;38
Embajada            ;Embassy;Buildings;Non-Living Things;5.89;1.07;2.52;1.16;1.29;0.79;2.89;1.20;0.03;14.87;3.69;2732;2.57;8;4;38
Ermita              ;Hermitage;Buildings;Non-Living Things;4.76;1.39;3.30;1.19;1.87;1.24;3.16;1.27;0.08;14.14;3.89;727;0.48;6;3;38
Escuela             ;School;Buildings;Non-Living Things;2.00;0.72;4.59;0.72;3.37;1.41;4.14;1.05;0.11;16.61;4.64;14055;3.99;7;3;38
Estación            ;Station;Buildings;Non-Living Things;3.11;1.01;4.11;0.88;1.96;1.42;3.60;0.97;0.03;15.81;4.43;6860;3.37;8;3;38
Estudio             ;Studio flat;Buildings;Non-Living Things;5.37;1.61;3.43;1.05;2.04;1.30;2.72;1.06;0.03;16.48;4.7;28904;3.37;7;3;38
Fábrica             ;Factory;Buildings;Non-Living Things;3.45;1.07;3.77;1.37;2.24;1.42;4.10;0.94;0.14;15.89;3.99;4054;3.04;7;3;38
Gallinero           ;Hen house;Buildings;Non-Living Things;3.43;1.36;3.06;1.06;2.03;1.19;2.08;1.36;0.03;12.73;2.95;333;1.94;9;4;38
Garaje              ;Garage;Buildings;Non-Living Things;3.56;1.61;4.39;0.74;1.70;0.98;3.34;1.30;0.06;14.38;3.27;827;2.96;6;3;38
Granero             ;Barn;Buildings;Non-Living Things;4.51;1.23;2.33;1.17;2.22;1.10;2.60;1.20;0.03;11.96;2.92;251;2.47;7;3;38
Hospital            ;Hospital;Buildings;Non-Living Things;2.61;0.74;4.29;0.83;2.02;1.38;4.33;0.92;0.19;15.78;4.33;10001;3.84;8;3;38
Hostal              ;Hostel;Buildings;Non-Living Things;5.26;1.37;3.65;1.22;1.78;1.11;3.60;1.07;0.03;15.40;2.65;132;1.46;6;2;38
Hotel               ;Hotel;Buildings;Non-Living Things;3.49;1.26;4.00;0.86;1.72;0.97;4.53;0.64;0.06;16.68;4.12;10075;3.66;5;2;38
Iglesia             ;Church;Buildings;Non-Living Things;2.82;1.12;3.57;1.37;1.47;0.91;4.11;1.14;0.31;15.42;4.82;8983;3.54;7;3;38
Local               ;Establishment;Buildings;Non-Living Things;4.56;1.50;4.03;1.16;1.95;1.26;3.58;1.29;0.08;16.42;4.55;15889;3.23;5;2;38
Matadero            ;Slaughterhouse;Buildings;Non-Living Things;4.87;1.22;2.65;1.33;2.22;1.50;2.33;1.10;0.03;13.25;3.01;446;1.98;8;4;38
Mercado             ;Market;Buildings;Non-Living Things;2.97;1.33;4.22;0.95;2.45;1.40;3.26;1.22;0.03;16.20;4.91;33083;3.24;7;3;38
Ministerio          ;Ministry;Buildings;Non-Living Things;5.56;1.40;3.51;1.03;1.82;1.36;3.11;1.24;0.03;15.64;4.53;3389;2.52;10;4;38
Molino              ;Mill;Buildings;Non-Living Things;3.77;1.64;3.02;1.29;2.22;1.23;2.87;1.16;0.03;14.50;3.47;860;2.12;6;3;38
Monasterio          ;Monastery;Buildings;Non-Living Things;4.59;1.26;3.27;1.32;1.91;1.47;3.36;1.23;0.06;14.53;3.99;1499;2.25;10;4;38
Monumento           ;Monument;Buildings;Non-Living Things;4.18;1.36;3.82;0.94;1.85;1.40;3.27;1.32;0.06;13.84;3.95;1981;2.12;9;4;38
Museo               ;Museum;Buildings;Non-Living Things;3.76;1.35;3.59;1.15;1.59;0.86;3.82;0.77;0.06;15.51;4.46;4304;3.01;5;3;38
Nave industrial     ;Warehouse;Buildings;Non-Living Things;5.52;1.21;3.40;1.20;2.02;1.11;3.59;1.02;0.06;14.11;0;48;0;14;5;38
Pajar               ;Straw loft;Buildings;Non-Living Things;3.76;1.69;2.75;1.44;2.11;1.37;2.14;1.09;0.06;12.04;2.28;173;1.2;5;2;37
Palacio             ;Palace;Buildings;Non-Living Things;2.99;1.45;3.34;1.15;1.88;1.29;4.05;1.15;0.11;15.47;4.49;6016;1.53;7;3;38
Palomar             ;Dovecote;Buildings;Non-Living Things;4.74;1.14;2.42;1.06;1.94;1.06;1.97;0.96;0.03;12.95;2.93;146;2.32;7;3;38
Panteón             ;Vault / Mausoleum;Buildings;Non-Living Things;5.87;0.99;2.44;0.92;1.81;1.24;2.40;1.26;0.03;11.18;3.24;547;1.94;7;3;38
Piscina             ;Pool;Buildings;Non-Living Things;2.23;0.97;4.26;0.99;3.07;1.62;2.04;1.15;0.03;15.72;3.5;2158;1.97;7;4;38
Piso                ;Apartment ;Buildings;Non-Living Things;3.13;1.53;4.86;0.62;2.40;1.64;4.46;1.06;0.11;15.62;4.04;9991;1.97;4;2;38
Plaza de toros      ;Bullring;Buildings;Non-Living Things;3.70;1.53;3.12;1.54;1.66;1.05;2.99;1.25;0.08;14.33;0;516;0;12;5;38
Rascacielos         ;Skyscraper;Buildings;Non-Living Things;4.18;1.39;3.76;1.28;2.13;1.49;4.49;0.69;0.11;12.20;3.19;493;0.95;11;4;38
Residencia          ;Residence;Buildings;Non-Living Things;5.24;1.40;3.38;1.14;1.68;0.97;3.32;1.29;0.14;15.40;4.09;6081;1.99;10;4;38
Secretaría          ;Secretary´s office;Buildings;Non-Living Things;4.76;1.55;3.72;0.93;2.67;1.51;2.49;1.10;0.03;15.49;3.8;1421;0.9;10;5;38
Senado              ;Senate;Buildings;Non-Living Things;5.82;1.56;3.31;1.45;2.37;1.63;2.76;1.43;0.03;13.51;4.13;311;3.16;6;3;37
Silo                ;Silo;Buildings;Non-Living Things;4.39;2.93;1.59;1.28;1.35;1.23;1.58;1.40;0.03;12.00;2.57;41;1.08;4;2;29
Sinagoga            ;Synagogue;Buildings;Non-Living Things;5.93;1.04;2.24;1.10;1.71;1.23;2.48;0.85;0.03;11.38;2.9;195;0.9;8;4;38
Taller              ;Repair Shop;Buildings;Non-Living Things;3.67;1.34;3.70;1.13;2.84;1.53;3.41;1.20;0.03;16.12;3.7;3547;1.79;6;2;38
Teatro              ;Theater;Buildings;Non-Living Things;3.21;0.98;4.03;0.92;1.96;1.36;3.64;1.04;0.06;15.74;4.55;15875;1.72;6;3;38
Tienda              ;Shop;Buildings;Non-Living Things;2.53;0.69;4.61;0.39;2.50;1.42;3.80;0.96;0.03;16.79;3.91;4387;0.7;6;2;38
Torre               ;Tower;Buildings;Non-Living Things;3.32;1.50;3.63;0.97;1.75;1.26;3.71;0.88;0.19;15.82;4.28;2966;1.2;5;2;38
Túnel aerodinámico  ;Wind tunnel;Buildings;Non-Living Things;6.39;1.61;1.70;1.01;1.47;1.22;1.54;1.06;0.03;9.44;0;2;0;17;9;36
Vivienda            ;Dwelling;Buildings;Non-Living Things;3.59;1.58;4.81;0.45;2.62;1.55;4.44;0.91;0.08;15.57;4.14;6690;2.07;8;3;38
Abrigo              ;Coat;Clothing;Non-Living Things;2.08;1.20;4.61;1.00;3.87;1.28;4.82;0.65;0.67;13.46;3.52;2055;3.02;6;3;38
Alpargata           ;Espadrille;Clothing;Non-Living Things;4.33;1.66;3.15;1.27;2.48;1.42;2.96;1.21;0.03;10.53;1.81;50;0;9;4;38
Bañador             ;Swimsuit;Clothing;Non-Living Things;2.32;0.96;4.32;0.86;3.33;1.53;3.89;1.00;0.03;12.80;2.07;232;1.56;7;3;38
Bata                ;House coat;Clothing;Non-Living Things;3.07;1.37;3.80;1.23;3.12;1.55;3.71;0.88;0.17;12.92;3.07;1362;2.64;4;2;38
Blusa               ;Blouse;Clothing;Non-Living Things;3.63;1.49;4.10;1.00;3.43;1.14;4.43;0.92;0.17;12.51;2.91;990;2.57;5;2;38
Boina               ;Beret;Clothing;Non-Living Things;4.14;1.29;2.86;1.42;2.47;1.16;2.83;1.29;0.08;11.45;2.52;477;1.69;5;2;38
Bota                ;Boot;Clothing;Non-Living Things;2.54;1.07;4.43;0.79;3.63;1.39;3.97;0.79;0.11;13.57;3.02;656;2.33;4;2;38
Braga               ;Neck gaiter ;Clothing;Non-Living Things;2.68;1.58;4.32;1.16;3.56;1.34;3.96;1.12;0.19;13.25;2.89;59;1.15;5;2;38
Bufanda             ;Scarf;Clothing;Non-Living Things;2.65;1.25;4.26;0.85;3.39;1.07;3.97;1.07;0.25;13.01;2.5;337;2.23;7;3;38
Calcetín            ;Sock;Clothing;Non-Living Things;2.09;0.86;4.90;0.26;4.18;0.89;4.70;0.42;0.61;11.70;2.21;164;2.02;8;3;38
Calzón de baño      ;Bathing trunks;Clothing;Non-Living Things;4.52;2.38;2.40;1.52;3.03;1.39;2.65;1.42;0.06;12.34;0;4;0;12;5;37
Calzoncillos         ;Underpants;Clothing;Non-Living Things;2.55;1.00;4.56;1.00;3.21;1.07;4.31;1.08;0.44;10.89;2.56;627;2.47;11;4;38
Camisa              ;Shirt;Clothing;Non-Living Things;2.64;0.92;4.76;0.36;3.83;1.13;4.83;0.31;0.56;13.83;3.63;4075;3.28;6;3;38
Camiseta            ;T-shirt;Clothing;Non-Living Things;2.16;0.99;4.70;0.42;3.44;1.08;4.88;0.31;0.42;14.78;3.64;1672;2.93;8;4;38
Casaca              ;Dress coat;Clothing;Non-Living Things;5.61;1.79;2.14;1.14;3.01;1.33;2.47;1.26;0.03;11.16;2.96;245;0.7;6;2;38
Cazadora            ;Jacket;Clothing;Non-Living Things;3.55;1.52;4.60;0.75;3.15;1.28;4.59;0.64;0.14;12.79;2.84;299;1.99;8;4;38
Chal                ;Shawl;Clothing;Non-Living Things;6.24;0.90;2.68;1.05;2.96;1.19;2.37;1.12;0.08;11.88;2.63;260;0;4;1;38
Chaleco             ;Vest;Clothing;Non-Living Things;3.96;1.47;3.27;1.10;3.26;1.00;3.79;0.94;0.11;13.27;3.09;736;2.5;7;3;38
Chándal             ;Track-suit;Clothing;Non-Living Things;3.04;0.73;4.15;1.33;3.32;1.32;4.26;0.91;0.14;12.85;1.97;140;0;7;2;38
Chaqué              ;Morning coat;Clothing;Non-Living Things;5.95;2.13;1.97;1.19;2.95;1.52;2.47;1.42;0.03;9.47;1.67;98;0.6;6;2;36
Chaqueta            ;Jacket;Clothing;Non-Living Things;2.83;1.27;4.76;0.53;3.58;1.21;4.77;0.44;0.75;13.93;3.37;1926;3.19;8;2;38
Chaquetón           ;Short coat;Clothing;Non-Living Things;3.94;1.71;4.03;1.26;3.65;1.52;4.12;0.83;0.17;13.93;2.17;163;0.9;9;3;38
Chistera            ;Top hat;Clothing;Non-Living Things;5.00;1.40;2.44;0.91;2.46;1.11;2.12;1.07;0.06;11.17;2.27;177;0;8;3;38
Cinturón            ;Belt;Clothing;Non-Living Things;3.02;1.28;4.62;0.58;3.73;1.17;3.97;1.00;0.11;13.75;3.51;1422;2.98;8;3;38
Combinación         ;Undergarment  slip;Clothing;Non-Living Things;4.89;1.99;2.88;1.34;3.11;1.38;2.24;1.29;0.22;14.29;3.97;4043;2.83;11;4;37
Corbata             ;Tie;Clothing;Non-Living Things;3.64;1.07;3.97;1.07;4.03;0.81;4.09;0.92;0.25;12.61;3.2;1810;2.8;7;3;38
Delantal            ;Apron;Clothing;Non-Living Things;3.74;1.40;3.79;0.92;3.02;1.19;2.49;1.26;0.03;11.98;2.74;435;1.97;8;3;38
Enagua              ;Petticoat;Clothing;Non-Living Things;5.16;1.82;2.10;1.13;2.79;1.22;2.16;1.29;0.06;10.66;1.78;96;0.7;6;3;38
Esmoquin            ;Tuxedo;Clothing;Non-Living Things;5.66;1.27;2.20;1.26;2.96;1.28;3.14;1.17;0.03;11.26;1.99;122;2.37;8;3;38
Faja                ;Girdle;Clothing;Non-Living Things;4.69;1.50;2.76;1.31;3.55;1.00;2.92;1.23;0.11;12.50;2.94;606;1.68;4;2;38
Falda               ;Skirt;Clothing;Non-Living Things;2.29;1.07;4.22;1.09;3.29;1.83;4.74;0.73;0.44;13.94;3.41;2117;2.61;5;2;38
Frac                ;Tailcoat;Clothing;Non-Living Things;5.43;1.93;2.20;1.40;2.00;1.42;2.39;1.53;0.03;12.19;3.6;250;0;4;1;35
Gabardina           ;Raincoat;Clothing;Non-Living Things;4.64;1.27;3.53;1.07;2.93;1.22;3.77;0.84;0.25;11.18;2.18;539;1.43;9;4;38
Gorra               ;Cap;Clothing;Non-Living Things;3.07;1.04;3.94;1.06;2.84;1.29;3.81;0.97;0.06;13.07;3.19;880;2.56;5;2;38
Gorro               ;Bonnet;Clothing;Non-Living Things;2.34;1.01;3.74;1.09;3.14;1.23;3.97;0.85;0.08;13.43;3.22;566;2.21;5;2;38
Guantes             ;Gloves;Clothing;Non-Living Things;2.39;1.29;4.16;1.05;3.85;1.53;3.80;1.20;0.06;13.88;3.24;1251;2.78;7;2;38
Guardapolvos        ;Overalls;Clothing;Non-Living Things;5.73;2.51;1.57;1.27;1.69;1.10;1.45;0.96;0.03;10.90;1.68;60;1.11;12;4;33
Impermeable         ;Raincoat;Clothing;Non-Living Things;4.07;1.43;3.61;1.08;3.00;1.04;3.41;1.06;0.11;12.52;2.7;515;1.89;11;5;38
Jersey              ;Sweater;Clothing;Non-Living Things;2.43;0.91;4.63;0.36;3.40;1.10;4.82;0.39;0.58;14.47;3.5;554;0;6;2;38
Levita              ;Frock-coat;Clothing;Non-Living Things;4.66;2.99;1.11;1.18;2.16;1.83;1.32;1.37;0.03;11.00;2.94;249;0.6;6;3;29
Medias              ;Stockings;Clothing;Non-Living Things;3.54;0.96;3.97;1.40;3.82;1.22;3.94;0.92;0.36;14.51;3.91;4789;2.89;6;2;38
Niqui               ;T-shirt;Clothing;Non-Living Things;3.51;2.08;2.94;1.86;2.71;1.69;2.80;1.71;0.03;9.53;0.3;6;0;5;2;32
Pantalón            ;Pants / Trousers;Clothing;Non-Living Things;2.11;1.18;4.84;0.57;4.03;1.03;4.89;0.45;0.72;13.98;3.55;2336;1.54;8;3;38
Pañoleta            ;Headscarf;Clothing;Non-Living Things;4.73;2.77;2.12;1.52;2.74;2.05;1.45;1.29;0.03;8.21;1.85;56;1.36;8;4;30
Pañuelo             ;Handkerchief;Clothing;Non-Living Things;2.62;0.83;4.07;1.07;4.24;0.96;2.88;1.12;0.14;12.85;3.52;2305;2.03;7;3;38
Pañuelo de cuello   ;Neckerchief;Clothing;Non-Living Things;4.49;1.58;3.76;1.29;3.27;1.24;3.06;1.10;0.03;11.57;0;5;0;15;6;38
Pelele              ;Rompers;Clothing;Non-Living Things;5.14;2.43;1.86;1.18;2.43;1.42;1.78;1.26;0.03;10.79;2.1;122;0.85;6;3;34
Pijama              ;Pyjamas;Clothing;Non-Living Things;1.90;0.75;4.50;0.55;3.70;1.12;4.32;0.82;0.06;12.86;2.56;671;1.23;6;3;38
Playero             ;Sneakers;Clothing;Non-Living Things;4.44;2.28;2.76;1.61;2.57;1.48;2.50;1.68;0.03;11.44;1.95;81;0.85;7;3;36
Sandalia            ;Sandal;Clothing;Non-Living Things;2.97;1.30;3.82;1.21;3.00;1.25;3.56;1.23;0.03;11.50;2.06;59;2.09;8;3;38
Saya                ;Petticoat;Clothing;Non-Living Things;4.09;3.23;1.21;1.37;1.96;1.73;1.26;1.65;0.03;11.75;2.73;73;0;4;2;26
Sombrero            ;Hat;Clothing;Non-Living Things;2.88;1.37;3.45;1.24;2.82;1.14;3.61;1.10;0.28;13.68;3.82;3427;2.36;8;3;38
Sudadera            ;Sweatshirt;Clothing;Non-Living Things;3.76;1.50;4.24;0.92;3.68;1.36;4.11;0.90;0.03;12.71;1.68;35;1.48;8;4;38
Sujetador           ;Bra;Clothing;Non-Living Things;3.88;1.10;4.50;0.84;4.32;0.84;4.24;0.79;0.17;13.30;2.11;186;1.15;9;4;38
Traje               ;Suit;Clothing;Non-Living Things;3.64;1.07;3.82;0.98;3.22;1.49;4.51;0.63;0.11;14.61;3.99;4996;0.78;6;2;38
Traje de boda       ;Wedding dress;Clothing;Non-Living Things;3.68;1.60;3.29;1.26;3.32;1.26;3.31;1.17;0.11;14.01;0;14;0;9;5;38
Trinchera           ;Trench coat;Clothing;Non-Living Things;4.58;3.13;1.18;1.05;1.85;1.44;1.09;0.76;0.03;11.51;2.79;436;2.08;9;3;28
Uniforme            ;Uniform;Clothing;Non-Living Things;3.72;1.16;3.55;1.29;3.17;1.36;3.85;0.96;0.03;14.48;3.97;4169;1.2;8;4;38
Vestido             ;Dress;Clothing;Non-Living Things;2.40;1.24;4.44;1.10;3.40;1.25;4.64;0.79;0.39;14.68;3.98;7073;2.06;7;3;38
Visera              ;Visor;Clothing;Non-Living Things;4.74;1.58;2.61;1.33;2.95;1.15;2.22;1.06;0.11;11.55;2.64;229;1.84;6;3;38
Zapatilla           ;Slipper;Clothing;Non-Living Things;2.18;1.08;4.46;0.85;3.62;1.47;4.38;0.83;0.06;12.66;2.26;143;2.51;9;4;38
Zapato              ;Shoe;Clothing;Non-Living Things;1.87;1.34;4.89;0.36;3.63;1.06;4.52;0.56;0.56;13.77;3.02;877;0.9;6;3;38
