Word;Sens précis;N;AoA.Moy;AoA.Min;AoA.Max;AoA.ET;CertAge.Moy;CertAge.Min;CertAge.Max;CertAge.ET;FamConcept.Moy;FamConcept.Min;Max;FamConcept.ET
rampe ;ramper;27;6.22;2;10;1.79;0.74;-2;3;1.69;2.44;-2;3;1.26
rance ;rancir;15;10.73;5;17;4.06;0.13;-3;2;1.75;2.27;-3;3;1.53
ranch;;22;7.91;3;12;2.33;0.18;-3;3;1.75;1.73;-3;3;1.71
rancune;;28;10.29;5;16;2.85;0.07;-3;3;1.71;2.57;-2;3;1.18
rang ;degré;20;7.90;4;14;2.86;0.20;-3;3;1.81;2.85;2;3;0.36
rang ;ligne;18;5.39;3;9;1.67;0.61;-2;3;1.64;2.33;-2;3;1.41
range ;ranger;16;4.31;2;7;1.79;1.56;-2;3;1.32;2.94;2;3;0.24
rap ;musique;21;16.90;10;30;5.93;1.00;-2;3;1.60;1.71;-3;3;2.05
râpe ;outil;23;9.57;3;22;5.09;0.65;-3;3;1.86;2.35;-1;3;1.09
raque ;raquer;22;16.18;9;26;4.72;-0.45;-3;3;1.95;0.05;-3;3;2.36
rare ;rareté;24;7.92;3;16;3.17;-0.13;-3;3;1.69;2.75;1;3;0.60
rasé ;tondu;26;6.23;2;12;2.58;0.35;-3;3;1.77;2.69;1;3;0.54
raser ;abattre;19;8.84;3;16;3.05;0.05;-3;3;1.67;2.68;1;3;0.57
raser ;effleurer;16;8.75;4;16;2.86;-0.63;-3;3;1.65;2.69;1;3;0.58
raser ;ennui;23;11.39;5;16;3.25;0.57;-2;3;1.44;1.96;-3;3;1.81
rat ;animal;20;5.20;3;7;1.21;0.50;-2;2;1.40;2.65;-1;3;0.96
rat ;avarice;19;14.42;10;20;3.36;0.16;-3;3;1.90;1.74;-3;3;1.80
rat ;opéra;15;9.13;6;14;2.31;-0.07;-3;3;1.81;2.20;-2;3;1.56
rate ;organe;22;11.36;5;17;3.08;0.05;-3;3;1.80;1.45;-3;3;2.29
rate ;rat femelle;24;10.33;3;19;3.94;0.25;-3;2;1.69;2.38;-3;3;1.44
rave ;légume;21;11.00;3;20;4.60;0.33;-3;3;1.75;1.86;-3;3;1.98
raz ;débordement;17;9.06;3;16;2.86;0.24;-3;2;1.52;2.47;-1;3;1.09
ré ;île;20;9.70;4;15;2.81;0.60;-3;3;1.88;2.65;1;3;0.65
ré ;note;23;6.52;3;11;2.16;0.78;-2;3;1.50;2.39;-1;3;1.21
reflux;;18;10.33;7;14;2.11;-0.50;-3;2;1.67;2.00;-3;3;1.76
rein ;viscère;22;8.68;4;14;2.49;0.36;-2;3;1.43;2.77;1;3;0.52
reine ;roi;23;4.78;3;8;1.38;1.17;-1;3;1.24;2.61;-3;3;1.24
rêne ;bride;23;8.26;3;14;2.67;-0.04;-2;3;1.49;1.65;-2;3;1.73
rengaine;;18;10.06;4;14;2.84;-0.06;-3;2;1.39;1.78;-3;3;1.72
renne ;animal;13;5.92;3;10;1.90;0.46;-2;2;1.55;2.15;-2;3;1.61
rente;;19;12.11;7;17;2.99;-0.05;-2;3;1.54;2.00;-2;3;1.41
résine;;19;7.37;3;10;1.90;0.16;-3;3;1.76;2.47;-1;3;0.99
respect;;26;7.42;3;12;2.13;0.58;-2;2;1.39;2.50;-1;3;0.97
Rhin ;fleuve;29;8.21;3;12;1.88;1.03;-3;3;1.38;2.48;-1;3;1.07
rhô ;lettre;18;15.94;11;24;3.81;1.44;-1;3;1.46;1.00;-3;3;2.47
riche;;22;5.36;3;7;1.30;0.77;-2;3;1.41;2.73;1;3;0.54
Riga ;ville Lettonie;14;16.79;13;28;4.59;1.57;-3;3;2.16;0.00;-3;3;2.88
rince ;rincer;24;5.33;3;9;1.70;0.33;-2;3;1.57;2.88;2;3;0.33
rire;;15;3.80;2;7;1.47;0.73;-3;3;1.53;2.93;2;3;0.25
rite;;18;10.78;7;15;2.35;0.11;-2;3;1.79;2.11;-2;3;1.73
riz ;aliment;22;4.23;2;7;1.41;0.95;-3;3;1.61;2.86;1;3;0.46
roi;;21;4.71;3;7;1.03;0.67;-1;3;1.17;2.57;-3;3;1.33
rôle;;20;7.40;5;12;1.96;0.60;-2;3;1.74;2.70;1;3;0.64
rond ;cercle;19;3.89;2;6;1.33;0.68;-3;3;1.62;2.74;-1;3;0.91
rond ;monnaie;16;7.75;4;12;2.25;-0.50;-3;2;1.54;2.06;-1;3;1.14
ronde ;alentours;17;8.88;4;13;2.49;-0.53;-2;2;1.33;2.18;-2;3;1.29
ronde ;danse;24;4.96;3;8;1.57;1.00;-2;3;1.26;1.83;-3;3;1.93
ronde ;note musique;19;8.26;5;12;2.38;1.42;-1;3;1.60;2.16;-2;3;1.39
ronde ;surveillance;19;9.32;5;13;2.23;0.42;-2;3;1.43;2.63;-1;3;0.98
rondelle ;mécanique;22;11.32;5;18;3.51;0.09;-2;3;1.65;1.86;-2;3;1.36
rondelle ;tranche;16;6.50;3;10;2.06;0.69;-2;3;1.40;2.88;1;3;0.48
ronfleur;;20;6.15;2;9;1.82;0.05;-3;2;1.56;2.80;1;3;0.51
rose ;couleur;21;4.10;2;5;0.87;0.86;-3;3;1.64;3.00;3;3;0.00
rose ;fleur;21;5.10;2;9;1.51;0.52;-1;3;1.40;2.76;1;3;0.53
rosse ;méchanceté;23;11.70;5;20;3.83;-0.09;-3;3;1.72;1.52;-3;3;2.10
rot ;éructation;15;5.33;0;8;2.18;1.00;-2;3;1.51;2.00;-3;3;1.75
rôt ;viande;14;12.71;7;20;3.84;0.00;-2;2;1.65;1.50;-1;3;1.30
roue ;mécanique;13;4.69;2;7;1.49;0.08;-2;2;1.38;2.77;1;3;0.58
rouge ;couleur;25;3.16;1;6;1.16;1.12;-2;3;1.63;2.92;2;3;0.27
rousse ;couleur;16;6.81;3;10;2.10;-0.31;-3;2;1.53;2.38;-1;3;1.32
roussette ;chauve-souris;22;18.64;9;28;5.79;0.95;-3;3;1.82;-0.14;-3;3;2.55
roussette ;requin;24;16.46;9;35;6.81;0.33;-3;3;1.99;0.92;-3;3;2.23
route;;23;3.83;1;6;1.40;0.87;-2;3;1.68;3.00;3;3;0.00
routine ;habitude;28;10.43;7;14;1.99;0.11;-2;2;1.40;2.64;1;3;0.55
routine ;procédure;20;11.65;6;16;2.95;0.05;-3;3;1.80;2.60;1;3;0.73
roux ;couleur;19;6.42;2;14;2.94;0.16;-3;2;1.42;2.63;-1;3;0.98
rue;;25;4.28;2;6;1.28;0.88;-1;3;1.27;3.00;3;3;0.00
Russe ;individu;25;8.32;3;12;2.43;0.44;-3;3;1.83;2.24;-3;3;1.53
russe ;langue;24;8.83;4;13;2.41;-0.58;-3;2;1.82;2.63;-2;3;1.03
sa ;sien;22;3.82;2;8;1.61;0.18;-3;3;1.75;3.00;3;3;0.00
sac ;contenant;21;4.43;2;8;1.14;1.05;-2;3;1.36;3.00;3;3;0.00
sac ;pillage;17;11.35;7;16;2.57;0.41;-3;2;1.65;2.24;-1;3;1.31
sacque ;détester;19;11.79;7;16;2.46;0.32;-3;3;1.84;1.89;-2;3;1.68
sage ;calme;29;3.76;2;8;1.38;1.21;-2;3;1.35;2.76;1;3;0.62
sage ;maître;20;8.15;3;14;3.17;0.55;-2;3;1.56;2.70;-2;3;1.10
sain ;santé;19;8.16;4;12;1.78;-0.26;-3;2;1.65;2.79;1;3;0.52
saint ;sainteté;22;6.36;2;11;2.25;0.73;-3;3;1.63;2.64;-1;3;1.15
sainte ;sainteté;21;6.71;2;9;1.88;0.33;-2;2;1.43;2.29;-2;3;1.39
sang ;lignée;23;9.74;4;15;2.79;0.35;-3;2;1.46;2.57;-2;3;1.10
sang ;liquide;14;4.36;3;6;1.11;1.00;-1;2;1.13;2.86;2;3;0.35
saoul ;ivresse;18;8.56;3;15;2.99;0.06;-3;3;1.54;2.67;1;3;0.67
saoul ;rassasiement;23;10.26;3;18;3.77;-0.35;-3;2;1.60;2.30;-3;3;1.46
sari ;vêtement;22;13.86;7;22;3.97;0.14;-3;2;1.63;1.68;-3;3;1.96
sauge ;végétal;20;10.00;5;17;3.58;1.40;-2;3;1.20;2.50;-1;3;1.02
scandale;;20;9.55;5;13;1.94;0.10;-3;2;1.51;2.55;1;3;0.80
scande ;énonce;23;12.43;7;17;2.60;0.26;-2;2;1.36;1.61;-3;3;1.74
scie ;menuiserie;23;6.35;2;12;2.33;0.78;-3;3;1.53;2.52;-3;3;1.31
science;;23;7.96;5;12;1.90;0.17;-3;2;1.66;2.91;2;3;0.28
sclérose ;pathologie;21;14.52;9;20;2.61;-0.19;-3;3;1.65;2.00;-3;3;1.63
scorbut ;carence;24;11.92;6;16;3.00;0.71;-2;3;1.62;1.46;-3;3;2.02
score ;points;14;9.36;4;15;3.13;-0.57;-3;2;1.68;2.79;1;3;0.56
sein ;entrailles;20;10.55;5;16;3.12;0.25;-3;2;1.76;1.90;-1;3;1.30
sein ;mamelle;20;4.85;3;8;1.62;0.65;-3;3;1.46;2.85;1;3;0.48
sens ;direction;21;5.67;2;9;1.81;0.67;-2;2;1.36;2.90;2;3;0.29
sens ;perception;26;7.77;4;12;1.97;0.00;-2;2;1.39;2.81;1;3;0.56
sens ;signification;17;6.65;3;13;2.14;-0.53;-3;3;1.82;2.88;2;3;0.32
sente ;sentier;21;14.90;6;26;6.91;0.24;-3;3;2.11;0.48;-3;3;2.36
sente ;sentir;12;5.75;2;9;2.52;-0.50;-3;2;1.71;2.25;-3;3;1.64
sentence ;décision;15;11.40;8;14;1.93;0.53;-2;2;1.59;2.40;-3;3;1.50
sentence ;maxime;18;11.67;5;17;3.50;0.06;-3;2;1.61;1.94;-3;3;1.61
sept ;7;22;4.09;2;6;1.12;1.00;-2;3;1.54;3.00;3;3;0.00
serf ;serviteur;25;10.00;6;15;2.47;1.08;-2;3;1.32;1.96;-3;3;1.75
serre ;horticulture;23;9.70;5;16;2.93;0.39;-3;2;1.58;1.96;-3;3;1.55
serre ;presser;19;5.79;3;9;1.40;-0.47;-3;3;1.96;2.79;1;3;0.52
serres ;griffes;24;8.67;3;14;3.18;-0.13;-3;2;1.74;2.33;-2;3;1.31
sert ;servir;24;5.42;3;8;1.44;0.21;-2;2;1.53;2.71;1;3;0.54
serveur ;employé;19;7.42;5;11;1.60;0.21;-2;3;1.61;2.42;-1;3;1.04
serveur ;informatique;21;19.33;8;35;6.16;1.33;-2;3;1.13;2.48;1;3;0.73
set ;ensemble;15;12.73;10;16;2.08;-0.40;-3;2;1.54;2.27;-3;3;1.53
Sète ;ville;21;11.67;3;16;3.62;1.10;-3;3;1.69;2.05;-2;3;1.76
Seth ;bible;17;13.35;8;20;3.41;-0.29;-3;2;1.67;1.82;-2;3;1.62
seuil ;entrée;21;8.90;4;14;2.78;0.29;-2;2;1.58;2.48;-1;3;0.96
seuil ;limite;24;10.21;2;15;2.92;0.33;-3;3;1.55;2.67;-2;3;1.03
si ;conj & adv;22;5.64;2;10;2.40;0.68;-3;3;1.58;2.95;2;3;0.21
si ;note;18;7.56;3;11;2.17;1.56;-1;3;1.30;2.11;-3;3;1.76
sire ;seigneur;26;8.38;4;13;2.15;0.46;-2;3;1.42;2.38;-3;3;1.27
sirène ;mythologie;17;6.59;3;10;1.78;0.00;-3;2;1.64;2.76;1;3;0.55
soin ;attention;15;7.00;4;10;1.97;-0.40;-3;2;1.70;2.73;1;3;0.57
somme ;addition;23;6.52;5;10;0.97;0.43;-3;3;1.64;2.78;1;3;0.59
somme ;labeur;15;12.73;5;19;4.09;-0.87;-3;2;1.50;1.60;-3;3;1.93
somme ;sommeil;15;6.73;2;10;2.24;-0.20;-3;3;1.94;1.87;-2;3;2.00
son ;céréale;19;10.00;5;17;3.55;-0.47;-3;3;1.63;2.11;-2;3;1.41
son ;musique;18;5.83;3;11;2.22;0.50;-2;3;1.54;2.78;2;3;0.42
son ;sien;24;4.29;2;7;1.31;0.92;-2;3;1.55;2.92;2;3;0.28
sort ;hasard, destin;16;7.69;5;10;1.10;0.00;-2;2;1.32;2.75;1;3;0.56
sort ;sortilège;25;7.84;4;13;2.51;0.36;-1;2;1.26;2.16;-2;3;1.29
sort ;sortir;12;5.17;3;8;1.34;0.33;-2;3;1.60;2.83;1;3;0.55
sou ;monnaie;21;5.10;2;9;1.69;0.57;-2;3;1.76;2.90;2;3;0.29
souche ;origine;31;11.52;8;17;2.54;0.03;-3;2;1.43;2.48;-1;3;0.91
souche ;tronc;20;8.30;4;14;2.55;-0.35;-3;2;1.53;2.80;2;3;0.40
source ;origine;25;10.24;7;15;1.97;0.04;-3;3;1.82;2.92;2;3;0.27
sourcil;;26;5.88;2;10;2.28;-0.23;-3;2;1.55;2.50;1;3;0.84
sourd ;étouffé;17;10.71;7;16;3.08;-0.76;-3;3;1.73;2.47;-2;3;1.19
sourd ;ouïe;28;6.04;3;10;1.64;0.32;-3;3;1.79;2.68;1;3;0.66
sous ;dessous;20;4.05;2;7;1.50;0.80;-2;3;1.40;2.80;1;3;0.51
soute ;bagages;23;10.83;4;18;3.29;-0.48;-3;3;1.69;2.26;-2;3;1.45
spi ;voile;25;18.40;8;34;6.40;1.08;-3;3;2.23;-0.64;-3;3;2.57
spire ;enroulement;29;15.24;8;27;5.65;0.69;-3;3;1.76;0.79;-3;3;2.51
spirite ;spiritisme;15;13.80;8;18;2.40;0.13;-3;3;1.75;1.47;-2;3;1.82
spore ;végétal;19;11.47;6;17;2.50;0.84;-2;3;1.60;2.05;-2;3;1.70
sport;;25;5.60;3;10;1.83;0.20;-3;2;1.77;2.92;2;3;0.27
spot ;projecteur;15;11.93;7;16;2.49;-0.07;-3;3;1.84;2.07;-2;3;1.57
spot ;publicité;23;11.61;7;18;3.16;0.26;-3;2;1.57;2.52;-1;3;1.14
stand;;18;9.44;5;16;2.79;-0.17;-2;2;1.57;1.94;-2;3;1.61
standard ;norme;23;12.17;6;17;2.81;0.09;-2;3;1.59;2.83;1;3;0.48
standard ;téléphonie;26;10.46;5;16;2.82;-0.15;-3;2;1.56;2.42;-1;3;1.12
stats ;statistiques;29;15.66;8;22;3.32;0.59;-3;3;1.85;2.97;2;3;0.18
statue ;ouvrage;20;6.85;3;10;1.68;0.20;-2;3;1.60;2.60;-1;3;0.97
statue ;statuer;21;10.90;3;19;5.15;0.24;-2;3;1.51;2.05;-2;3;1.43
statuette ;figurine;21;7.90;4;14;2.72;0.10;-3;3;1.82;2.38;-2;3;1.36
statut ;juridique;17;12.94;9;17;2.53;0.24;-2;3;1.73;2.59;-1;3;0.97
stigmate ;marque, cicatrice, trou;20;10.90;5;16;3.05;1.00;-2;3;1.38;2.15;-3;3;1.53
structure;;20;11.70;7;15;2.43;-0.10;-3;2;1.64;2.95;2;3;0.22
studio ;habitation;22;13.27;7;18;3.65;0.27;-2;3;1.66;2.50;-1;3;1.16
su ;savoir;15;6.47;4;10;1.75;0.60;-3;3;1.58;2.80;1;3;0.54
suc;;18;12.11;7;16;2.77;-0.50;-3;3;1.80;2.00;-3;3;1.73
sue ;suer;22;7.50;3;13;2.41;-0.36;-3;2;1.85;2.45;-2;3;1.16
suie ;charbon;19;7.11;2;12;2.86;0.42;-3;3;1.66;2.53;-1;3;1.23
suis ;être;26;3.50;1;7;1.47;0.88;-1;3;1.40;3.00;3;3;0.00
suit ;suivre;18;5.00;1;7;1.67;-0.11;-3;3;1.59;2.89;1;3;0.46
suite ;chambre;32;11.47;7;17;2.79;-0.28;-3;2;1.66;2.22;-3;3;1.54
suite ;enchaînement;28;7.50;4;12;2.38;0.04;-3;2;1.50;2.79;1;3;0.49
suite ;suivre;17;5.59;3;9;1.57;0.12;-2;2;1.49;2.88;1;3;0.47
syndic ;administrateur;22;18.05;7;30;6.09;0.59;-3;3;1.70;1.77;-3;3;1.78
synthèse;;20;12.60;8;16;2.22;0.05;-3;3;1.72;2.80;1;3;0.51
tache ;saleté;26;4.54;2;8;1.50;0.85;-2;3;1.46;2.77;1;3;0.50
tâche ;travail;16;8.94;4;13;2.86;0.19;-2;2;1.38;2.75;1;3;0.56
taie ;oreiller;19;8.11;3;14;3.02;0.21;-2;2;1.44;2.68;1;3;0.57
tain ;miroir;20;10.60;5;15;3.02;0.10;-2;2;1.48;1.75;-3;3;1.79
tance ;tancer;18;15.89;7;26;5.00;0.33;-3;3;1.91;0.61;-3;3;2.58
tank ;char;14;8.79;5;15;2.65;-0.43;-3;2;1.50;2.43;-3;3;1.55
tank ;citerne;20;13.70;7;22;4.30;0.15;-3;3;2.01;1.30;-3;3;1.79
tant ;adverbe;22;8.32;3;12;2.20;-0.18;-3;2;1.82;2.91;2;3;0.29
taon ;insecte;25;7.68;2;14;3.20;0.48;-3;3;1.77;2.16;-2;3;1.54
tard ;tardivement;17;5.00;1;7;1.68;0.29;-2;2;1.52;2.88;1;3;0.47
tare ;défaut;19;12.63;6;18;3.51;0.68;-2;3;1.75;2.74;1;3;0.55
tare ;pesée;24;14.83;7;25;4.91;0.58;-3;3;2.06;0.83;-3;3;2.46
tas ;amoncellement;22;5.27;2;10;2.18;0.55;-2;3;1.37;2.64;1;3;0.64
tasse ;récipient;19;4.26;2;8;1.45;0.37;-3;2;1.49;2.95;2;3;0.22
tasse ;tasser;20;7.40;3;12;2.56;-0.05;-2;3;1.47;2.65;-1;3;0.91
tâte ;sonder;22;8.59;4;12;2.48;-0.32;-3;2;1.99;2.27;-2;3;1.21
tau ;lettre;18;16.11;11;28;5.00;1.50;-3;3;1.92;0.61;-3;3;2.52
taux ;proportion;20;11.15;7;16;2.43;0.00;-3;2;1.70;2.70;1;3;0.56
teint ;couleur;16;8.50;5;13;2.60;0.13;-3;3;1.90;2.63;-2;3;1.22
teinte ;couleur;25;8.84;4;15;2.99;0.08;-2;2;1.44;2.48;-1;3;0.94
teinture ;colorant;20;9.00;5;15;3.05;0.35;-3;3;1.65;2.60;-2;3;1.16
temps ;durée;14;5.00;4;7;1.13;1.00;-3;3;1.60;3.00;3;3;0.00
temps ;météo;18;6.50;3;9;1.46;-0.33;-2;2;1.70;2.94;2;3;0.23
tendance ;orientation;23;11.00;6;14;2.21;-0.43;-3;2;1.74;2.70;1;3;0.55
tende ;tendre;17;8.82;2;16;3.58;-0.82;-3;2;1.72;2.41;-3;3;1.50
terme ;limite;18;10.89;8;15;2.11;-0.56;-3;3;1.77;2.61;-1;3;1.01
terme ;terminologie;17;10.88;5;14;2.37;0.18;-2;2;1.54;2.71;1;3;0.67
termite ;insecte;21;9.05;6;13;1.91;0.24;-3;2;1.66;2.38;-3;3;1.33
terre ;matériau;19;4.11;2;8;1.80;0.63;-2;3;1.78;2.89;2;3;0.31
Terre ;planète;18;5.78;3;9;1.72;-0.28;-3;2;1.52;2.83;1;3;0.50
tête ;allaitement;17;6.00;2;11;2.63;0.35;-2;2;1.57;2.24;-1;3;1.31
tête ;anatomie;20;3.05;1;6;1.36;0.80;-2;3;1.44;2.90;2;3;0.30
tête ;début;20;8.00;2;13;2.95;-0.25;-3;2;1.55;2.65;1;3;0.65
thème ;astrologie;20;12.15;8;16;2.15;-0.10;-3;3;1.64;2.40;-2;3;1.11
thème ;sujet;14;8.93;6;12;2.05;0.14;-3;2;1.55;2.93;2;3;0.26
thermes ;bains;18;10.56;4;16;3.30;0.61;-3;3;1.86;2.06;-3;3;1.75
thermos ;bouteille;21;8.14;3;15;3.28;-0.05;-3;3;1.73;2.62;1;3;0.65
thèse;;22;13.77;5;20;3.50;0.86;-3;3;1.60;2.77;1;3;0.52
thon ;poisson;13;6.62;2;12;2.98;0.77;-2;3;1.48;2.54;1;3;0.75
thym ;végétal;18;8.28;4;14;2.92;0.22;-3;2;1.44;2.67;1;3;0.67
tic ;nervosité;14;9.43;7;12;1.45;-0.43;-2;2;1.12;2.71;2;3;0.45
tiers ;0,33;23;8.87;5;13;2.21;-0.17;-2;3;1.40;2.65;-2;3;1.09
tiers ;autre;18;11.11;7;15;2.69;0.44;-2;2;1.46;2.72;1;3;0.56
timbale ;gobelet;16;8.19;3;15;3.71;0.31;-2;2;1.61;1.25;-3;3;1.98
timbale ;instrument musique;21;10.05;4;15;3.26;0.67;-3;3;1.83;2.00;-3;3;1.66
tique ;parasite;17;9.12;5;15;3.50;0.24;-3;3;1.90;2.29;-3;3;1.45
tir ;envoi;28;7.79;3;15;2.79;-0.07;-3;3;1.62;2.50;-2;3;1.45
tire ;tirer;27;6.15;2;14;2.77;0.26;-3;3;1.80;2.44;-3;3;1.37
tirer ;extraire;19;8.89;4;14;2.83;0.16;-2;3;1.63;2.79;1;3;0.52
tirer ;partir;20;9.55;3;15;3.35;0.50;-3;3;1.66;2.80;1;3;0.51
tirer ;vers soi;20;5.20;2;10;1.86;-0.15;-2;3;1.65;2.80;1;3;0.60
tiret ;trait;22;6.91;4;11;1.68;0.82;-1;3;1.23;2.73;1;3;0.54
toi ;tu;22;3.77;1;6;1.78;0.95;-3;3;1.55;2.91;1;3;0.42
toile ;peinture;26;10.04;6;15;2.31;-0.08;-3;2;1.41;2.46;-1;3;1.12
toile ;tissus;18;7.67;3;12;3.06;0.33;-3;3;1.89;2.83;2;3;0.37
toile ;web, araignée;15;10.80;3;23;6.57;0.60;-2;3;1.40;2.60;-3;3;1.50
toit ;toiture;23;4.30;2;7;1.04;0.87;-3;3;1.68;2.83;1;3;0.56
ton ;coloris;29;9.76;6;16;2.53;-0.14;-3;3;1.78;2.48;-1;3;1.04
ton ;tien;16;3.94;2;7;1.56;0.69;-2;3;1.53;3.00;3;3;0.00
ton ;tonalité;13;9.62;7;12;1.90;0.15;-3;2;1.79;2.15;-3;3;1.61
tonne ;poids;17;8.71;4;12;2.29;1.35;-1;3;1.33;2.65;-2;3;1.19
torche ;flambeau, lampe;17;9.18;4;14;2.66;0.29;-2;2;1.64;2.71;-2;3;1.18
torchon ;journal;21;12.52;8;16;2.38;0.10;-3;2;1.63;2.43;-2;3;1.37
torchon ;tissus;14;4.79;2;7;1.32;0.21;-2;2;1.42;3.00;3;3;0.00
tore ;géométrie;20;23.05;13;35;6.82;2.05;-2;3;1.53;-1.20;-3;3;2.34
torpeur ;engourdissement;20;12.25;8;17;2.88;0.65;-2;3;1.53;1.90;-2;3;1.55
tort ;dommage;11;8.18;3;12;2.41;0.64;-2;3;1.55;2.64;-1;3;1.15
touche ;clavier;15;8.00;4;15;2.85;0.93;-3;3;1.34;2.73;1;3;0.68
touche ;drague;17;14.24;9;17;1.77;1.18;-3;3;1.79;1.88;-3;3;2.14
touche ;écarté;19;14.79;6;27;5.85;-0.74;-3;3;2.24;0.84;-3;3;2.58
touche ;pêche;26;10.85;6;16;3.15;0.58;-2;3;1.55;1.92;-3;3;1.73
tour ;action habile;20;7.35;4;12;1.85;0.25;-3;3;1.70;2.40;-2;3;1.16
tour ;appareil;21;11.62;7;18;3.11;0.29;-3;2;1.69;2.00;-2;3;1.57
tour ;bâtiment;20;5.70;2;10;2.03;0.35;-2;3;1.42;2.70;-1;3;0.95
tour ;périple, rotation;22;6.14;2;10;2.32;0.09;-2;3;1.47;2.77;1;3;0.52
tour ;rang successif;21;5.76;3;10;2.11;-0.10;-3;3;1.57;2.86;1;3;0.47
tourmente ;trouble, tempête;21;10.38;7;14;2.01;-0.05;-3;3;1.62;2.43;1;3;0.73
tournant ;changement;22;10.27;2;14;2.75;-0.64;-3;2;1.52;2.27;-1;3;1.25
tournant ;virage;19;6.37;2;12;2.50;0.26;-3;3;1.68;2.95;2;3;0.22
tourne ;altération ;17;8.29;3;13;2.97;0.18;-3;3;1.72;2.41;-1;3;1.09
tourne ;orientation;18;5.89;3;9;1.66;-0.44;-3;3;1.86;2.89;2;3;0.31
tournure ;orientation;23;11.09;7;16;2.60;-0.57;-3;2;1.47;2.04;-2;3;1.57
Tours ;ville;21;11.95;5;18;3.90;0.05;-3;3;1.94;2.38;-1;3;1.40
tout ;chaque;16;4.81;1;8;1.78;0.06;-2;2;1.39;2.94;2;3;0.24
tout ;totalité;18;4.94;2;10;2.17;0.78;-2;3;1.65;3.00;3;3;0.00
toux ;tousser;23;5.48;2;10;2.12;0.30;-3;3;1.73;2.65;-1;3;0.87
trac ;anxiété;26;8.81;2;14;2.92;0.27;-3;3;1.72;2.65;-1;3;0.87
trafic ;circulation;16;8.50;3;14;2.72;0.56;-2;2;1.27;2.94;2;3;0.24
trafic ;commerce;19;10.32;6;15;2.58;-0.42;-3;2;1.53;2.16;-1;3;1.46
trafic ;fourgonnette;19;16.68;6;35;7.57;0.05;-3;3;2.14;0.37;-3;3;2.41
train ;convoi;22;5.09;2;10;1.86;0.77;-3;3;1.81;2.64;-2;3;1.11
train ;vitesse;19;7.47;3;13;3.35;0.32;-2;2;1.62;2.16;-2;3;1.69
trait ;attelage;15;10.40;7;16;3.26;-0.53;-3;2;1.71;2.13;-1;3;1.31
trait ;caractéristique;16;10.06;5;15;2.90;-0.38;-2;2;1.41;2.44;-2;3;1.22
trait ;ligne;21;4.24;2;6;1.23;0.95;-2;3;1.68;2.90;2;3;0.29
traite ;parcours direct;20;9.80;6;14;2.64;-0.75;-3;2;1.64;1.75;-1;3;1.55
traite ;traire;22;7.59;4;14;2.59;0.32;-2;3;1.58;2.09;-2;3;1.16
traite ;traiter;18;9.11;3;16;3.05;-0.44;-3;2;1.95;2.67;-1;3;0.94
transat ;chaise longue;22;12.32;8;18;3.08;0.05;-2;3;1.72;2.00;-2;3;1.51
transat ;course transatlantique;19;15.84;10;25;3.84;0.11;-2;2;1.45;1.26;-3;3;2.00
transe ;conscience;21;13.14;8;18;2.66;0.14;-3;3;1.61;2.71;1;3;0.55
transfuge ;déserteur;17;14.82;9;20;3.52;-0.59;-3;3;1.57;0.76;-3;3;2.21
transport ;déplacement;19;7.16;2;12;2.76;-0.26;-2;3;1.41;2.74;1;3;0.64
transport ;sentiment;17;12.82;5;18;3.33;0.47;-3;3;1.61;2.41;-3;3;1.50
trappe ;panneau;23;9.26;3;15;3.22;-0.22;-3;2;1.77;2.22;-1;3;1.18
traque ;traquer;20;9.85;3;15;3.10;-0.25;-3;3;1.79;2.25;-2;3;1.37
trente ;30;18;6.06;4;10;1.54;1.11;-3;3;1.59;3.00;3;3;0.00
très ;beaucoup;17;4.06;2;7;1.86;1.41;-3;3;1.57;3.00;3;3;0.00
tri ;ordre;12;7.17;4;9;1.34;-0.08;-2;3;1.55;2.83;2;3;0.37
tribu ;clan;26;8.62;2;15;2.65;0.54;-2;3;1.50;2.65;-2;3;1.04
tribune ;estrade;19;10.42;6;15;2.68;-0.05;-3;2;1.54;2.16;-2;3;1.46
tribune ;journal;24;11.58;5;19;4.16;0.29;-3;3;1.86;2.13;-3;3;1.59
tribut ;contribution;15;12.40;9;19;3.59;0.00;-2;3;1.59;2.33;-2;3;1.53
trip ;drogue;16;15.56;10;21;2.74;1.31;-2;3;1.45;2.31;-1;3;1.10
tripe ;boyau;24;8.33;5;14;2.64;0.25;-3;3;1.76;2.67;1;3;0.55
tripe ;cigare;14;24.00;14;43;7.52;0.21;-3;3;2.73;-2.29;-3;1;1.44
tronc ;arbre;24;4.96;2;8;1.46;1.08;-2;3;1.44;2.38;-1;3;1.22
tronc ;corps;15;9.40;4;14;2.89;0.20;-3;2;1.51;2.40;-1;3;1.08
trot ;course;24;6.83;3;11;2.21;0.92;-3;3;1.55;2.25;-3;3;1.51
trou ;paumé;18;9.50;6;14;2.61;0.11;-2;2;1.41;2.89;1;3;0.46
trou ;prison;21;11.29;6;16;3.13;0.52;-3;3;1.53;2.48;-1;3;1.01
trou ;vide;21;4.48;2;7;1.43;0.71;-2;3;1.45;2.81;1;3;0.59
trousse ;étui;16;4.94;3;8;1.25;1.06;-2;3;1.52;2.88;1;3;0.48
trousse ;poursuite;14;11.57;6;18;3.33;0.14;-2;2;1.36;2.57;1;3;0.62
